"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"66906",19,6,"binding3","5","himself",1028,"Mr. James heard that the young lady wrote about himself in the diary last night.",1028,"19/5",1028,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"79845",22,6,"binding3","5","himself",453,"Mr. James heard that the young lady wrote about himself in the diary last night.",453,"22/5",453,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"85759",24,6,"binding3","5","himself",554,"Mr. James heard that the young lady wrote about himself in the diary last night.",554,"24/5",554,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"90169",25,6,"binding3","5","himself",576,"Mr. James heard that the young lady wrote about himself in the diary last night.",576,"25/5",576,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"98860",28,6,"binding3","5","himself",1162,"Mr. James heard that the young lady wrote about himself in the diary last night.",1162,"28/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"103408",30,6,"binding3","5","himself",735,"Mr. James heard that the young lady wrote about himself in the diary last night.",735,"30/5",735,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"121155",35,6,"binding3","5","himself",540,"Mr. James heard that the young lady wrote about himself in the diary last night.",540,"35/5",540,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"123366",36,6,"binding3","5","himself",651,"Mr. James heard that the young lady wrote about himself in the diary last night.",651,"36/5",651,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"145010",44,6,"binding3","5","himself",830,"Mr. James heard that the young lady wrote about himself in the diary last night.",830,"44/5",830,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"21684",2,6,"binding4","5","himself",530,"Miss Berry heard that the young lady wrote about himself in the diary last night.",530,"2/5",530,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"61153",17,6,"binding4","5","himself",463,"Miss Berry heard that the young lady wrote about himself in the diary last night.",463,"17/5",463,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"96880",27,6,"binding4","5","himself",646,"Miss Berry heard that the young lady wrote about himself in the diary last night.",646,"27/5",646,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"107089",31,6,"binding4","5","himself",186,"Miss Berry heard that the young lady wrote about himself in the diary last night.",186,"31/5",186,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"116194",33,6,"binding4","5","himself",193,"Miss Berry heard that the young lady wrote about himself in the diary last night.",193,"33/5",193,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"117229",34,6,"binding4","5","himself",632,"Miss Berry heard that the young lady wrote about himself in the diary last night.",632,"34/5",632,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"159376",48,6,"binding4","5","himself",575,"Miss Berry heard that the young lady wrote about himself in the diary last night.",575,"48/5",575,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"163078",49,6,"binding4","5","himself",507,"Miss Berry heard that the young lady wrote about himself in the diary last night.",507,"49/5",507,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"21957",2,7,"binding1","5","herself",1749,"The little girl said that Miss Carroll washed herself happily in the bathroom.",1749,"2/5",1749,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"61804",17,7,"binding1","5","herself",398,"The little girl said that Miss Carroll washed herself happily in the bathroom.",398,"17/5",398,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"97909",27,7,"binding1","5","herself",255,"The little girl said that Miss Carroll washed herself happily in the bathroom.",255,"27/5",255,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"106984",31,7,"binding1","5","herself",763,"The little girl said that Miss Carroll washed herself happily in the bathroom.",763,"31/5",763,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"114241",33,7,"binding1","5","herself",2894,"The little girl said that Miss Carroll washed herself happily in the bathroom.",2894,"33/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"118174",34,7,"binding1","5","herself",612,"The little girl said that Miss Carroll washed herself happily in the bathroom.",612,"34/5",612,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"161035",48,7,"binding1","5","herself",719,"The little girl said that Miss Carroll washed herself happily in the bathroom.",719,"48/5",719,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"161629",49,7,"binding1","5","herself",539,"The little girl said that Miss Carroll washed herself happily in the bathroom.",539,"49/5",539,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"24630",3,7,"binding2","5","herself",516,"The little boy said that Miss Carroll washed herself happily in the bathroom.",516,"3/5",516,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"31005",5,7,"binding2","5","herself",423,"The little boy said that Miss Carroll washed herself happily in the bathroom.",423,"5/5",423,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"36029",7,7,"binding2","5","herself",452,"The little boy said that Miss Carroll washed herself happily in the bathroom.",452,"7/5",452,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"39500",8,7,"binding2","5","herself",537,"The little boy said that Miss Carroll washed herself happily in the bathroom.",537,"8/5",537,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"46220",11,7,"binding2","5","herself",481,"The little boy said that Miss Carroll washed herself happily in the bathroom.",481,"11/5",481,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"72742",20,7,"binding2","5","herself",727,"The little boy said that Miss Carroll washed herself happily in the bathroom.",727,"20/5",727,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"95222",26,7,"binding2","5","herself",602,"The little boy said that Miss Carroll washed herself happily in the bathroom.",602,"26/5",602,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"102093",29,7,"binding2","5","herself",524,"The little boy said that Miss Carroll washed herself happily in the bathroom.",524,"29/5",524,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"110267",32,7,"binding2","5","herself",549,"The little boy said that Miss Carroll washed herself happily in the bathroom.",549,"32/5",549,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"125941",37,7,"binding2","5","herself",455,"The little boy said that Miss Carroll washed herself happily in the bathroom.",455,"37/5",455,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"129364",38,7,"binding2","5","herself",472,"The little boy said that Miss Carroll washed herself happily in the bathroom.",472,"38/5",472,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"133590",40,7,"binding2","5","herself",349,"The little boy said that Miss Carroll washed herself happily in the bathroom.",349,"40/5",349,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"136298",41,7,"binding2","5","herself",209,"The little boy said that Miss Carroll washed herself happily in the bathroom.",209,"41/5",209,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"146829",45,7,"binding2","5","herself",580,"The little boy said that Miss Carroll washed herself happily in the bathroom.",580,"45/5",580,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"151462",46,7,"binding2","5","herself",1638,"The little boy said that Miss Carroll washed herself happily in the bathroom.",1638,"46/5",1638,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"155339",47,7,"binding2","5","herself",614,"The little boy said that Miss Carroll washed herself happily in the bathroom.",614,"47/5",614,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"44771",10,7,"binding3","5","himself",159,"The little boy said that Miss Carroll washed himself happily in the bathroom.",159,"10/5",159,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"52456",13,7,"binding3","5","himself",436,"The little boy said that Miss Carroll washed himself happily in the bathroom.",436,"13/5",436,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"54674",14,7,"binding3","5","himself",525,"The little boy said that Miss Carroll washed himself happily in the bathroom.",525,"14/5",525,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"57830",15,7,"binding3","5","himself",620,"The little boy said that Miss Carroll washed himself happily in the bathroom.",620,"15/5",620,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"63995",18,7,"binding3","5","himself",1267,"The little boy said that Miss Carroll washed himself happily in the bathroom.",1267,"18/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"76669",21,7,"binding3","5","himself",123,"The little boy said that Miss Carroll washed himself happily in the bathroom.",123,"21/5",123,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"84451",23,7,"binding3","5","himself",638,"The little boy said that Miss Carroll washed himself happily in the bathroom.",638,"23/5",638,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"132212",39,7,"binding3","5","himself",605,"The little boy said that Miss Carroll washed himself happily in the bathroom.",605,"39/5",605,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"139734",42,7,"binding3","5","himself",483,"The little boy said that Miss Carroll washed himself happily in the bathroom.",483,"42/5",483,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"141742",43,7,"binding3","5","himself",797,"The little boy said that Miss Carroll washed himself happily in the bathroom.",797,"43/5",797,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"15870",1,7,"binding4","5","himself",525,"The little girl said that Miss Carroll washed himself happily in the bathroom.",525,"1/5",525,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"28619",4,7,"binding4","5","himself",525,"The little girl said that Miss Carroll washed himself happily in the bathroom.",525,"4/5",525,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"32026",6,7,"binding4","5","himself",649,"The little girl said that Miss Carroll washed himself happily in the bathroom.",649,"6/5",649,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"42062",9,7,"binding4","5","himself",512,"The little girl said that Miss Carroll washed himself happily in the bathroom.",512,"9/5",512,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"49902",12,7,"binding4","5","himself",472,"The little girl said that Miss Carroll washed himself happily in the bathroom.",472,"12/5",472,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"58935",16,7,"binding4","5","himself",611,"The little girl said that Miss Carroll washed himself happily in the bathroom.",611,"16/5",611,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"67767",19,7,"binding4","5","himself",604,"The little girl said that Miss Carroll washed himself happily in the bathroom.",604,"19/5",604,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"80139",22,7,"binding4","5","himself",825,"The little girl said that Miss Carroll washed himself happily in the bathroom.",825,"22/5",825,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"84835",24,7,"binding4","5","himself",656,"The little girl said that Miss Carroll washed himself happily in the bathroom.",656,"24/5",656,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"91156",25,7,"binding4","5","himself",427,"The little girl said that Miss Carroll washed himself happily in the bathroom.",427,"25/5",427,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"99721",28,7,"binding4","5","himself",676,"The little girl said that Miss Carroll washed himself happily in the bathroom.",676,"28/5",676,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"104311",30,7,"binding4","5","himself",628,"The little girl said that Miss Carroll washed himself happily in the bathroom.",628,"30/5",628,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"121470",35,7,"binding4","5","himself",469,"The little girl said that Miss Carroll washed himself happily in the bathroom.",469,"35/5",469,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"122484",36,7,"binding4","5","himself",543,"The little girl said that Miss Carroll washed himself happily in the bathroom.",543,"36/5",543,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"144254",44,7,"binding4","5","himself",591,"The little girl said that Miss Carroll washed himself happily in the bathroom.",591,"44/5",591,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"14841",1,8,"binding1","5","herself",591,"The small girl said that Miss Kelly washed herself very quickly last night.",591,"1/5",591,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"28451",4,8,"binding1","5","herself",406,"The small girl said that Miss Kelly washed herself very quickly last night.",406,"4/5",406,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"33622",6,8,"binding1","5","herself",733,"The small girl said that Miss Kelly washed herself very quickly last night.",733,"6/5",733,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"41894",9,8,"binding1","5","herself",533,"The small girl said that Miss Kelly washed herself very quickly last night.",533,"9/5",533,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"47970",12,8,"binding1","5","herself",603,"The small girl said that Miss Kelly washed herself very quickly last night.",603,"12/5",603,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"59418",16,8,"binding1","5","herself",166,"The small girl said that Miss Kelly washed herself very quickly last night.",166,"16/5",166,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"66612",19,8,"binding1","5","herself",1259,"The small girl said that Miss Kelly washed herself very quickly last night.",1259,"19/5",1259,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"79530",22,8,"binding1","5","herself",560,"The small girl said that Miss Kelly washed herself very quickly last night.",560,"22/5",560,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"85444",24,8,"binding1","5","herself",480,"The small girl said that Miss Kelly washed herself very quickly last night.",480,"24/5",480,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"90904",25,8,"binding1","5","herself",422,"The small girl said that Miss Kelly washed herself very quickly last night.",422,"25/5",422,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"99217",28,8,"binding1","5","herself",488,"The small girl said that Miss Kelly washed herself very quickly last night.",488,"28/5",488,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"104920",30,8,"binding1","5","herself",970,"The small girl said that Miss Kelly washed herself very quickly last night.",970,"30/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"120840",35,8,"binding1","5","herself",835,"The small girl said that Miss Kelly washed herself very quickly last night.",835,"35/5",835,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"123744",36,8,"binding1","5","herself",463,"The small girl said that Miss Kelly washed herself very quickly last night.",463,"36/5",463,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"144863",44,8,"binding1","5","herself",738,"The small girl said that Miss Kelly washed herself very quickly last night.",738,"44/5",738,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"21579",2,8,"binding2","5","herself",1081,"The small boy said that Miss Kelly washed herself very quickly last night.",1081,"2/5",1081,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"62161",17,8,"binding2","5","herself",427,"The small boy said that Miss Kelly washed herself very quickly last night.",427,"17/5",427,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"97762",27,8,"binding2","5","herself",36,"The small boy said that Miss Kelly washed herself very quickly last night.",NA,"27/5",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"108286",31,8,"binding2","5","herself",474,"The small boy said that Miss Kelly washed herself very quickly last night.",474,"31/5",474,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"115375",33,8,"binding2","5","herself",717,"The small boy said that Miss Kelly washed herself very quickly last night.",717,"33/5",717,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"118027",34,8,"binding2","5","herself",932,"The small boy said that Miss Kelly washed herself very quickly last night.",932,"34/5",932,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"160867",48,8,"binding2","5","herself",552,"The small boy said that Miss Kelly washed herself very quickly last night.",552,"48/5",552,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"162847",49,8,"binding2","5","herself",523,"The small boy said that Miss Kelly washed herself very quickly last night.",523,"49/5",523,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"24525",3,8,"binding3","5","himself",361,"The small boy said that Miss Kelly washed himself very quickly last night.",361,"3/5",361,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"29598",5,8,"binding3","5","himself",881,"The small boy said that Miss Kelly washed himself very quickly last night.",881,"5/5",881,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"35189",7,8,"binding3","5","himself",346,"The small boy said that Miss Kelly washed himself very quickly last night.",346,"7/5",346,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"37190",8,8,"binding3","5","himself",567,"The small boy said that Miss Kelly washed himself very quickly last night.",567,"8/5",567,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"47228",11,8,"binding3","5","himself",421,"The small boy said that Miss Kelly washed himself very quickly last night.",421,"11/5",421,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"72637",20,8,"binding3","5","himself",478,"The small boy said that Miss Kelly washed himself very quickly last night.",478,"20/5",478,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"93311",26,8,"binding3","5","himself",511,"The small boy said that Miss Kelly washed himself very quickly last night.",511,"26/5",511,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"102408",29,8,"binding3","5","himself",906,"The small boy said that Miss Kelly washed himself very quickly last night.",906,"29/5",906,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"109133",32,8,"binding3","5","himself",730,"The small boy said that Miss Kelly washed himself very quickly last night.",730,"32/5",730,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"124534",37,8,"binding3","5","himself",1424,"The small boy said that Miss Kelly washed himself very quickly last night.",1424,"37/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"129259",38,8,"binding3","5","himself",473,"The small boy said that Miss Kelly washed himself very quickly last night.",473,"38/5",473,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"133233",40,8,"binding3","5","himself",1896,"The small boy said that Miss Kelly washed himself very quickly last night.",1896,"40/5",1896,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"136949",41,8,"binding3","5","himself",715,"The small boy said that Miss Kelly washed himself very quickly last night.",715,"41/5",715,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"147039",45,8,"binding3","5","himself",542,"The small boy said that Miss Kelly washed himself very quickly last night.",542,"45/5",542,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"150937",46,8,"binding3","5","himself",820,"The small boy said that Miss Kelly washed himself very quickly last night.",820,"46/5",820,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"155612",47,8,"binding3","5","himself",1086,"The small boy said that Miss Kelly washed himself very quickly last night.",1086,"47/5",1086,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"42629",10,8,"binding4","5","himself",673,"The small girl said that Miss Kelly washed himself very quickly last night.",673,"10/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"51511",13,8,"binding4","5","himself",514,"The small girl said that Miss Kelly washed himself very quickly last night.",514,"13/5",514,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"55346",14,8,"binding4","5","himself",584,"The small girl said that Miss Kelly washed himself very quickly last night.",584,"14/5",584,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"56045",15,8,"binding4","5","himself",677,"The small girl said that Miss Kelly washed himself very quickly last night.",677,"15/5",677,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"64058",18,8,"binding4","5","himself",484,"The small girl said that Miss Kelly washed himself very quickly last night.",484,"18/5",484,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"76606",21,8,"binding4","5","himself",148,"The small girl said that Miss Kelly washed himself very quickly last night.",148,"21/5",148,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"82960",23,8,"binding4","5","himself",705,"The small girl said that Miss Kelly washed himself very quickly last night.",705,"23/5",705,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"130007",39,8,"binding4","5","himself",916,"The small girl said that Miss Kelly washed himself very quickly last night.",916,"39/5",916,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"138180",42,8,"binding4","5","himself",450,"The small girl said that Miss Kelly washed himself very quickly last night.",450,"42/5",450,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"141217",43,8,"binding4","5","himself",463,"The small girl said that Miss Kelly washed himself very quickly last night.",463,"43/5",463,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"43742",10,9,"binding1","5","herself",547,"The girl said that Miss Kim washed herself with hot water after working.",547,"10/5",547,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"51028",13,9,"binding1","5","herself",1803,"The girl said that Miss Kim washed herself with hot water after working.",1803,"13/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"53834",14,9,"binding1","5","herself",574,"The girl said that Miss Kim washed herself with hot water after working.",574,"14/5",574,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"57305",15,9,"binding1","5","herself",346,"The girl said that Miss Kim washed herself with hot water after working.",346,"15/5",346,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"63827",18,9,"binding1","5","herself",834,"The girl said that Miss Kim washed herself with hot water after working.",834,"18/5",834,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"75010",21,9,"binding1","5","herself",514,"The girl said that Miss Kim washed herself with hot water after working.",514,"21/5",514,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"82414",23,9,"binding1","5","herself",796,"The girl said that Miss Kim washed herself with hot water after working.",796,"23/5",796,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"130574",39,9,"binding1","5","herself",558,"The girl said that Miss Kim washed herself with hot water after working.",558,"39/5",558,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"138789",42,9,"binding1","5","herself",565,"The girl said that Miss Kim washed herself with hot water after working.",565,"42/5",565,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"140839",43,9,"binding1","5","herself",457,"The girl said that Miss Kim washed herself with hot water after working.",457,"43/5",457,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"13833",1,9,"binding2","5","herself",647,"The boy said that Miss Kim washed herself with hot water after working.",647,"1/5",647,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"26792",4,9,"binding2","5","herself",635,"The boy said that Miss Kim washed herself with hot water after working.",635,"4/5",635,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"33370",6,9,"binding2","5","herself",408,"The boy said that Miss Kim washed herself with hot water after working.",408,"6/5",408,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"40844",9,9,"binding2","5","herself",574,"The boy said that Miss Kim washed herself with hot water after working.",574,"9/5",574,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"49251",12,9,"binding2","5","herself",427,"The boy said that Miss Kim washed herself with hot water after working.",427,"12/5",427,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"60216",16,9,"binding2","5","herself",561,"The boy said that Miss Kim washed herself with hot water after working.",561,"16/5",561,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"68313",19,9,"binding2","5","herself",560,"The boy said that Miss Kim washed herself with hot water after working.",560,"19/5",560,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"81462",22,9,"binding2","5","herself",443,"The boy said that Miss Kim washed herself with hot water after working.",443,"22/5",443,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"85234",24,9,"binding2","5","herself",561,"The boy said that Miss Kim washed herself with hot water after working.",561,"24/5",561,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"90421",25,9,"binding2","5","herself",565,"The boy said that Miss Kim washed herself with hot water after working.",565,"25/5",565,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"100288",28,9,"binding2","5","herself",535,"The boy said that Miss Kim washed herself with hot water after working.",535,"28/5",535,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105823",30,9,"binding2","5","herself",626,"The boy said that Miss Kim washed herself with hot water after working.",626,"30/5",626,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"121365",35,9,"binding2","5","herself",575,"The boy said that Miss Kim washed herself with hot water after working.",575,"35/5",575,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"122316",36,9,"binding2","5","herself",793,"The boy said that Miss Kim washed herself with hot water after working.",793,"36/5",793,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"145388",44,9,"binding2","5","herself",494,"The boy said that Miss Kim washed herself with hot water after working.",494,"44/5",494,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"23784",2,9,"binding3","5","himself",3175,"The boy said that Miss Kim washed himself with hot water after working.",3175,"2/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"63463",17,9,"binding3","5","himself",275,"The boy said that Miss Kim washed himself with hot water after working.",275,"17/5",275,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"97615",27,9,"binding3","5","himself",36,"The boy said that Miss Kim washed himself with hot water after working.",NA,"27/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"107320",31,9,"binding3","5","himself",773,"The boy said that Miss Kim washed himself with hot water after working.",773,"31/5",773,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"114136",33,9,"binding3","5","himself",1797,"The boy said that Miss Kim washed himself with hot water after working.",1797,"33/5",1797,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"116935",34,9,"binding3","5","himself",1248,"The boy said that Miss Kim washed himself with hot water after working.",1248,"34/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159040",48,9,"binding3","5","himself",589,"The boy said that Miss Kim washed himself with hot water after working.",589,"48/5",589,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"163141",49,9,"binding3","5","himself",560,"The boy said that Miss Kim washed himself with hot water after working.",560,"49/5",560,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"24756",3,9,"binding4","5","himself",419,"The girl said that Miss Kim washed himself with hot water after working.",419,"3/5",419,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"30312",5,9,"binding4","5","himself",1265,"The girl said that Miss Kim washed himself with hot water after working.",1265,"5/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"36974",7,9,"binding4","5","himself",544,"The girl said that Miss Kim washed himself with hot water after working.",544,"7/5",544,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"38240",8,9,"binding4","5","himself",1337,"The girl said that Miss Kim washed himself with hot water after working.",1337,"8/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"45653",11,9,"binding4","5","himself",413,"The girl said that Miss Kim washed himself with hot water after working.",413,"11/5",413,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"73267",20,9,"binding4","5","himself",508,"The girl said that Miss Kim washed himself with hot water after working.",508,"20/5",508,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"94424",26,9,"binding4","5","himself",623,"The girl said that Miss Kim washed himself with hot water after working.",623,"26/5",623,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"100833",29,9,"binding4","5","himself",499,"The girl said that Miss Kim washed himself with hot water after working.",499,"29/5",499,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"108713",32,9,"binding4","5","himself",809,"The girl said that Miss Kim washed himself with hot water after working.",809,"32/5",809,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"126298",37,9,"binding4","5","himself",528,"The girl said that Miss Kim washed himself with hot water after working.",528,"37/5",528,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"128986",38,9,"binding4","5","himself",387,"The girl said that Miss Kim washed himself with hot water after working.",387,"38/5",387,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"133023",40,9,"binding4","5","himself",1082,"The girl said that Miss Kim washed himself with hot water after working.",1082,"40/5",1082,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
