"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"45359",11,12,"binding3","5","himself",743,"The man said that Miss Berry read about himself in the newspaper on Sunday.",743,"11/5",743,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"71629",20,12,"binding3","5","himself",911,"The man said that Miss Berry read about himself in the newspaper on Sunday.",911,"20/5",911,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"93836",26,12,"binding3","5","himself",1417,"The man said that Miss Berry read about himself in the newspaper on Sunday.",1417,"26/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"101421",29,12,"binding3","5","himself",433,"The man said that Miss Berry read about himself in the newspaper on Sunday.",433,"29/5",433,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"111128",32,12,"binding3","5","himself",689,"The man said that Miss Berry read about himself in the newspaper on Sunday.",689,"32/5",689,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"125836",37,12,"binding3","5","himself",575,"The man said that Miss Berry read about himself in the newspaper on Sunday.",575,"37/5",575,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"129469",38,12,"binding3","5","himself",484,"The man said that Miss Berry read about himself in the newspaper on Sunday.",484,"38/5",484,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"134304",40,12,"binding3","5","himself",669,"The man said that Miss Berry read about himself in the newspaper on Sunday.",669,"40/5",669,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"137264",41,12,"binding3","5","himself",218,"The man said that Miss Berry read about himself in the newspaper on Sunday.",218,"41/5",218,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"146934",45,12,"binding3","5","himself",803,"The man said that Miss Berry read about himself in the newspaper on Sunday.",803,"45/5",803,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"152974",46,12,"binding3","5","himself",1016,"The man said that Miss Berry read about himself in the newspaper on Sunday.",1016,"46/5",1016,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"154562",47,12,"binding3","5","himself",738,"The man said that Miss Berry read about himself in the newspaper on Sunday.",738,"47/5",738,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"44876",10,12,"binding4","5","himself",195,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",195,"10/5",195,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"50818",13,12,"binding4","5","himself",577,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",577,"13/5",577,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"54254",14,12,"binding4","5","himself",483,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",483,"14/5",483,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"56402",15,12,"binding4","5","himself",1229,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",1229,"15/5",1229,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"65465",18,12,"binding4","5","himself",542,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",542,"18/5",542,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"76480",21,12,"binding4","5","himself",1221,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",1221,"21/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"83107",23,12,"binding4","5","himself",2122,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",2122,"23/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"132002",39,12,"binding4","5","himself",1405,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",1405,"39/5",1405,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"138075",42,12,"binding4","5","himself",578,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",578,"42/5",578,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"141322",43,12,"binding4","5","himself",500,"The woman said that Miss Berry read about himself in the newspaper on Sunday.",500,"43/5",500,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"44309",10,13,"binding1","5","himself",189,"Mr. Smith said that the boy hit himself hard after the game.",189,"10/5",189,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"50461",13,13,"binding1","5","himself",754,"Mr. Smith said that the boy hit himself hard after the game.",754,"13/5",754,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"53288",14,13,"binding1","5","himself",632,"Mr. Smith said that the boy hit himself hard after the game.",632,"14/5",632,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"56339",15,13,"binding1","5","himself",760,"Mr. Smith said that the boy hit himself hard after the game.",760,"15/5",760,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"64982",18,13,"binding1","5","himself",408,"Mr. Smith said that the boy hit himself hard after the game.",408,"18/5",408,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"76543",21,13,"binding1","5","himself",156,"Mr. Smith said that the boy hit himself hard after the game.",156,"21/5",156,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"82855",23,13,"binding1","5","himself",685,"Mr. Smith said that the boy hit himself hard after the game.",685,"23/5",685,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"131057",39,13,"binding1","5","himself",1005,"Mr. Smith said that the boy hit himself hard after the game.",1005,"39/5",1005,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"139629",42,13,"binding1","5","himself",459,"Mr. Smith said that the boy hit himself hard after the game.",459,"42/5",459,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"140776",43,13,"binding1","5","himself",487,"Mr. Smith said that the boy hit himself hard after the game.",487,"43/5",487,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"15198",1,13,"binding2","5","himself",612,"Miss Carroll said that the boy hit himself hard after the game.",612,"1/5",612,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"27548",4,13,"binding2","5","himself",479,"Miss Carroll said that the boy hit himself hard after the game.",479,"4/5",479,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"33160",6,13,"binding2","5","himself",1200,"Miss Carroll said that the boy hit himself hard after the game.",1200,"6/5",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"42167",9,13,"binding2","5","himself",331,"Miss Carroll said that the boy hit himself hard after the game.",331,"9/5",331,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"50175",12,13,"binding2","5","himself",601,"Miss Carroll said that the boy hit himself hard after the game.",601,"12/5",601,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"60783",16,13,"binding2","5","himself",482,"Miss Carroll said that the boy hit himself hard after the game.",482,"16/5",482,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"68775",19,13,"binding2","5","himself",531,"Miss Carroll said that the boy hit himself hard after the game.",531,"19/5",531,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"80853",22,13,"binding2","5","himself",526,"Miss Carroll said that the boy hit himself hard after the game.",526,"22/5",526,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"86074",24,13,"binding2","5","himself",464,"Miss Carroll said that the boy hit himself hard after the game.",464,"24/5",464,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"91324",25,13,"binding2","5","himself",663,"Miss Carroll said that the boy hit himself hard after the game.",663,"25/5",663,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"100036",28,13,"binding2","5","himself",401,"Miss Carroll said that the boy hit himself hard after the game.",401,"28/5",401,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105613",30,13,"binding2","5","himself",520,"Miss Carroll said that the boy hit himself hard after the game.",520,"30/5",520,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"119748",35,13,"binding2","5","himself",932,"Miss Carroll said that the boy hit himself hard after the game.",932,"35/5",932,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"122106",36,13,"binding2","5","himself",784,"Miss Carroll said that the boy hit himself hard after the game.",784,"36/5",784,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"145451",44,13,"binding2","5","himself",520,"Miss Carroll said that the boy hit himself hard after the game.",520,"44/5",520,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"22839",2,13,"binding3","5","herself",1198,"Miss Carroll said that the boy hit herself hard after the game.",1198,"2/5",1198,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"62980",17,13,"binding3","5","herself",325,"Miss Carroll said that the boy hit herself hard after the game.",325,"17/5",325,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"96733",27,13,"binding3","5","herself",515,"Miss Carroll said that the boy hit herself hard after the game.",515,"27/5",515,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"107677",31,13,"binding3","5","herself",791,"Miss Carroll said that the boy hit herself hard after the game.",791,"31/5",791,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"114619",33,13,"binding3","5","herself",478,"Miss Carroll said that the boy hit herself hard after the game.",478,"33/5",478,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"117397",34,13,"binding3","5","herself",745,"Miss Carroll said that the boy hit herself hard after the game.",745,"34/5",745,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159208",48,13,"binding3","5","herself",401,"Miss Carroll said that the boy hit herself hard after the game.",401,"48/5",401,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"162280",49,13,"binding3","5","herself",377,"Miss Carroll said that the boy hit herself hard after the game.",377,"49/5",377,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"24378",3,13,"binding4","5","herself",292,"Mr. Smith said that the boy hit herself hard after the game.",292,"3/5",292,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"30543",5,13,"binding4","5","herself",422,"Mr. Smith said that the boy hit herself hard after the game.",422,"5/5",422,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"35357",7,13,"binding4","5","herself",447,"Mr. Smith said that the boy hit herself hard after the game.",447,"7/5",447,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"37505",8,13,"binding4","5","herself",500,"Mr. Smith said that the boy hit herself hard after the game.",500,"8/5",500,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"45506",11,13,"binding4","5","herself",333,"Mr. Smith said that the boy hit herself hard after the game.",333,"11/5",333,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"73813",20,13,"binding4","5","herself",361,"Mr. Smith said that the boy hit herself hard after the game.",361,"20/5",361,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"93206",26,13,"binding4","5","herself",960,"Mr. Smith said that the boy hit herself hard after the game.",960,"26/5",960,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"102933",29,13,"binding4","5","herself",667,"Mr. Smith said that the boy hit herself hard after the game.",667,"29/5",667,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"110855",32,13,"binding4","5","herself",461,"Mr. Smith said that the boy hit herself hard after the game.",461,"32/5",461,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"126571",37,13,"binding4","5","herself",543,"Mr. Smith said that the boy hit herself hard after the game.",543,"37/5",543,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"128167",38,13,"binding4","5","herself",845,"Mr. Smith said that the boy hit herself hard after the game.",845,"38/5",845,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"132645",40,13,"binding4","5","herself",1819,"Mr. Smith said that the boy hit herself hard after the game.",1819,"40/5",1819,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"135710",41,13,"binding4","5","herself",373,"Mr. Smith said that the boy hit herself hard after the game.",373,"41/5",373,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"147711",45,13,"binding4","5","herself",913,"Mr. Smith said that the boy hit herself hard after the game.",913,"45/5",913,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"151735",46,13,"binding4","5","herself",739,"Mr. Smith said that the boy hit herself hard after the game.",739,"46/5",739,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"155444",47,13,"binding4","5","herself",805,"Mr. Smith said that the boy hit herself hard after the game.",805,"47/5",805,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"24882",3,14,"binding1","5","himself",720,"Mr. Johnson said that the man gave himself some time to think during the meeting.",720,"3/5",720,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"29388",5,14,"binding1","5","himself",463,"Mr. Johnson said that the man gave himself some time to think during the meeting.",463,"5/5",463,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"36449",7,14,"binding1","5","himself",443,"Mr. Johnson said that the man gave himself some time to think during the meeting.",443,"7/5",443,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"38345",8,14,"binding1","5","himself",343,"Mr. Johnson said that the man gave himself some time to think during the meeting.",343,"8/5",343,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"46787",11,14,"binding1","5","himself",304,"Mr. Johnson said that the man gave himself some time to think during the meeting.",304,"11/5",304,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"73708",20,14,"binding1","5","himself",719,"Mr. Johnson said that the man gave himself some time to think during the meeting.",719,"20/5",719,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"93731",26,14,"binding1","5","himself",1423,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1423,"26/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"101211",29,14,"binding1","5","himself",555,"Mr. Johnson said that the man gave himself some time to think during the meeting.",555,"29/5",555,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"109490",32,14,"binding1","5","himself",741,"Mr. Johnson said that the man gave himself some time to think during the meeting.",741,"32/5",741,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"125689",37,14,"binding1","5","himself",536,"Mr. Johnson said that the man gave himself some time to think during the meeting.",536,"37/5",536,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"128545",38,14,"binding1","5","himself",1633,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1633,"38/5",1633,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"132435",40,14,"binding1","5","himself",4479,"Mr. Johnson said that the man gave himself some time to think during the meeting.",4479,"40/5",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"135227",41,14,"binding1","5","himself",489,"Mr. Johnson said that the man gave himself some time to think during the meeting.",489,"41/5",489,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"147921",45,14,"binding1","5","himself",762,"Mr. Johnson said that the man gave himself some time to think during the meeting.",762,"45/5",762,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"151315",46,14,"binding1","5","himself",688,"Mr. Johnson said that the man gave himself some time to think during the meeting.",688,"46/5",688,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"153890",47,14,"binding1","5","himself",686,"Mr. Johnson said that the man gave himself some time to think during the meeting.",686,"47/5",686,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"42524",10,14,"binding2","5","himself",198,"Miss Kelly said that the man gave himself some time to think during the meeting.",198,"10/5",198,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"51994",13,14,"binding2","5","himself",621,"Miss Kelly said that the man gave himself some time to think during the meeting.",621,"13/5",621,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"54884",14,14,"binding2","5","himself",790,"Miss Kelly said that the man gave himself some time to think during the meeting.",790,"14/5",790,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"55877",15,14,"binding2","5","himself",1455,"Miss Kelly said that the man gave himself some time to think during the meeting.",1455,"15/5",1455,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"65717",18,14,"binding2","5","himself",495,"Miss Kelly said that the man gave himself some time to think during the meeting.",495,"18/5",495,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"76417",21,14,"binding2","5","himself",417,"Miss Kelly said that the man gave himself some time to think during the meeting.",417,"21/5",417,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"84346",23,14,"binding2","5","himself",653,"Miss Kelly said that the man gave himself some time to think during the meeting.",653,"23/5",653,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"130427",39,14,"binding2","5","himself",1665,"Miss Kelly said that the man gave himself some time to think during the meeting.",1665,"39/5",1665,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"137802",42,14,"binding2","5","himself",3052,"Miss Kelly said that the man gave himself some time to think during the meeting.",3052,"42/5",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"140524",43,14,"binding2","5","himself",1053,"Miss Kelly said that the man gave himself some time to think during the meeting.",1053,"43/5",1053,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"13728",1,14,"binding3","5","herself",3084,"Miss Kelly said that the man gave herself some time to think during the meeting.",3084,"1/5",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"27149",4,14,"binding3","5","herself",554,"Miss Kelly said that the man gave herself some time to think during the meeting.",554,"4/5",554,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"33475",6,14,"binding3","5","herself",587,"Miss Kelly said that the man gave herself some time to think during the meeting.",587,"6/5",587,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"40676",9,14,"binding3","5","herself",498,"Miss Kelly said that the man gave herself some time to think during the meeting.",498,"9/5",498,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"50070",12,14,"binding3","5","herself",465,"Miss Kelly said that the man gave herself some time to think during the meeting.",465,"12/5",465,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"58725",16,14,"binding3","5","herself",404,"Miss Kelly said that the man gave herself some time to think during the meeting.",404,"16/5",404,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"67452",19,14,"binding3","5","herself",495,"Miss Kelly said that the man gave herself some time to think during the meeting.",495,"19/5",495,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"81021",22,14,"binding3","5","herself",357,"Miss Kelly said that the man gave herself some time to think during the meeting.",357,"22/5",357,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"85087",24,14,"binding3","5","herself",559,"Miss Kelly said that the man gave herself some time to think during the meeting.",559,"24/5",559,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"92164",25,14,"binding3","5","herself",912,"Miss Kelly said that the man gave herself some time to think during the meeting.",912,"25/5",912,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"99616",28,14,"binding3","5","herself",443,"Miss Kelly said that the man gave herself some time to think during the meeting.",443,"28/5",443,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"105088",30,14,"binding3","5","herself",587,"Miss Kelly said that the man gave herself some time to think during the meeting.",587,"30/5",587,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"120357",35,14,"binding3","5","herself",626,"Miss Kelly said that the man gave herself some time to think during the meeting.",626,"35/5",626,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"123471",36,14,"binding3","5","herself",580,"Miss Kelly said that the man gave herself some time to think during the meeting.",580,"36/5",580,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"145115",44,14,"binding3","5","herself",538,"Miss Kelly said that the man gave herself some time to think during the meeting.",538,"44/5",538,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"22167",2,14,"binding4","5","herself",454,"Mr. Johnson said that the man gave herself some time to think during the meeting.",454,"2/5",454,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"63400",17,14,"binding4","5","herself",415,"Mr. Johnson said that the man gave herself some time to think during the meeting.",415,"17/5",415,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"96418",27,14,"binding4","5","herself",4390,"Mr. Johnson said that the man gave herself some time to think during the meeting.",4390,"27/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"106354",31,14,"binding4","5","herself",998,"Mr. Johnson said that the man gave herself some time to think during the meeting.",998,"31/5",998,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"115984",33,14,"binding4","5","herself",773,"Mr. Johnson said that the man gave herself some time to think during the meeting.",773,"33/5",773,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"116620",34,14,"binding4","5","herself",1517,"Mr. Johnson said that the man gave herself some time to think during the meeting.",1517,"34/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"160447",48,14,"binding4","5","herself",339,"Mr. Johnson said that the man gave herself some time to think during the meeting.",339,"48/5",339,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"162028",49,14,"binding4","5","herself",536,"Mr. Johnson said that the man gave herself some time to think during the meeting.",536,"49/5",536,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"22398",2,15,"binding1","5","himself",448,"Mr. Williams heard that the king wrote about himself in the letter to the president.",448,"2/5",448,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"61048",17,15,"binding1","5","himself",510,"Mr. Williams heard that the king wrote about himself in the letter to the president.",510,"17/5",510,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"95746",27,15,"binding1","5","himself",555,"Mr. Williams heard that the king wrote about himself in the letter to the president.",555,"27/5",555,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"106711",31,15,"binding1","5","himself",638,"Mr. Williams heard that the king wrote about himself in the letter to the president.",638,"31/5",638,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"116299",33,15,"binding1","5","himself",263,"Mr. Williams heard that the king wrote about himself in the letter to the president.",263,"33/5",263,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"117103",34,15,"binding1","5","himself",553,"Mr. Williams heard that the king wrote about himself in the letter to the president.",553,"34/5",553,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"160657",48,15,"binding1","5","himself",454,"Mr. Williams heard that the king wrote about himself in the letter to the president.",454,"48/5",454,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"163414",49,15,"binding1","5","himself",594,"Mr. Williams heard that the king wrote about himself in the letter to the president.",594,"49/5",594,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"24273",3,15,"binding2","5","himself",328,"Miss Kim heard that the king wrote about himself in the letter to the president.",328,"3/5",328,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"30837",5,15,"binding2","5","himself",685,"Miss Kim heard that the king wrote about himself in the letter to the president.",685,"5/5",685,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"34622",7,15,"binding2","5","himself",574,"Miss Kim heard that the king wrote about himself in the letter to the president.",574,"7/5",574,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"38450",8,15,"binding2","5","himself",868,"Miss Kim heard that the king wrote about himself in the letter to the president.",868,"8/5",868,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"47459",11,15,"binding2","5","himself",959,"Miss Kim heard that the king wrote about himself in the letter to the president.",959,"11/5",959,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"72910",20,15,"binding2","5","himself",545,"Miss Kim heard that the king wrote about himself in the letter to the president.",545,"20/5",545,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"93101",26,15,"binding2","5","himself",1369,"Miss Kim heard that the king wrote about himself in the letter to the president.",1369,"26/5",1369,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"100728",29,15,"binding2","5","himself",712,"Miss Kim heard that the king wrote about himself in the letter to the president.",712,"29/5",712,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"109868",32,15,"binding2","5","himself",620,"Miss Kim heard that the king wrote about himself in the letter to the president.",620,"32/5",620,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"126949",37,15,"binding2","5","himself",520,"Miss Kim heard that the king wrote about himself in the letter to the president.",520,"37/5",520,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"127873",38,15,"binding2","5","himself",1358,"Miss Kim heard that the king wrote about himself in the letter to the president.",1358,"38/5",1358,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"133947",40,15,"binding2","5","himself",655,"Miss Kim heard that the king wrote about himself in the letter to the president.",655,"40/5",655,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"137537",41,15,"binding2","5","himself",1029,"Miss Kim heard that the king wrote about himself in the letter to the president.",1029,"41/5",1029,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"146514",45,15,"binding2","5","himself",762,"Miss Kim heard that the king wrote about himself in the letter to the president.",762,"45/5",762,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"153142",46,15,"binding2","5","himself",814,"Miss Kim heard that the king wrote about himself in the letter to the president.",814,"46/5",814,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"153722",47,15,"binding2","5","himself",654,"Miss Kim heard that the king wrote about himself in the letter to the president.",654,"47/5",654,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"43322",10,15,"binding3","5","herself",456,"Miss Kim heard that the king wrote about herself in the letter to the president.",456,"10/5",456,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"50713",13,15,"binding3","5","herself",653,"Miss Kim heard that the king wrote about herself in the letter to the president.",653,"13/5",653,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"53561",14,15,"binding3","5","herself",417,"Miss Kim heard that the king wrote about herself in the letter to the president.",417,"14/5",417,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"57137",15,15,"binding3","5","herself",1483,"Miss Kim heard that the king wrote about herself in the letter to the president.",1483,"15/5",1483,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"64268",18,15,"binding3","5","herself",675,"Miss Kim heard that the king wrote about herself in the letter to the president.",675,"18/5",675,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"75997",21,15,"binding3","5","herself",541,"Miss Kim heard that the king wrote about herself in the letter to the president.",541,"21/5",541,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"82750",23,15,"binding3","5","herself",645,"Miss Kim heard that the king wrote about herself in the letter to the president.",645,"23/5",645,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"130217",39,15,"binding3","5","herself",549,"Miss Kim heard that the king wrote about herself in the letter to the president.",549,"39/5",549,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"138432",42,15,"binding3","5","herself",532,"Miss Kim heard that the king wrote about herself in the letter to the president.",532,"42/5",532,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"141889",43,15,"binding3","5","herself",646,"Miss Kim heard that the king wrote about herself in the letter to the president.",646,"43/5",646,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"15555",1,15,"binding4","5","herself",484,"Mr. Williams heard that the king wrote about herself in the letter to the president.",484,"1/5",484,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"28514",4,15,"binding4","5","herself",161,"Mr. Williams heard that the king wrote about herself in the letter to the president.",161,"4/5",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"32530",6,15,"binding4","5","herself",530,"Mr. Williams heard that the king wrote about herself in the letter to the president.",530,"6/5",530,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"40508",9,15,"binding4","5","herself",447,"Mr. Williams heard that the king wrote about herself in the letter to the president.",447,"9/5",447,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"48348",12,15,"binding4","5","herself",397,"Mr. Williams heard that the king wrote about herself in the letter to the president.",397,"12/5",397,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"59796",16,15,"binding4","5","herself",465,"Mr. Williams heard that the king wrote about herself in the letter to the president.",465,"16/5",465,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
