"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"100037",28,13,"binding2","6","hard",528,"Miss Carroll said that the boy hit himself hard after the game.",528,"28/6",528,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105614",30,13,"binding2","6","hard",477,"Miss Carroll said that the boy hit himself hard after the game.",477,"30/6",477,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"119749",35,13,"binding2","6","hard",951,"Miss Carroll said that the boy hit himself hard after the game.",951,"35/6",951,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"122107",36,13,"binding2","6","hard",722,"Miss Carroll said that the boy hit himself hard after the game.",722,"36/6",722,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"145452",44,13,"binding2","6","hard",962,"Miss Carroll said that the boy hit himself hard after the game.",962,"44/6",962,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"22840",2,13,"binding3","6","hard",670,"Miss Carroll said that the boy hit herself hard after the game.",670,"2/6",670,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"62981",17,13,"binding3","6","hard",390,"Miss Carroll said that the boy hit herself hard after the game.",390,"17/6",390,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"96734",27,13,"binding3","6","hard",1080,"Miss Carroll said that the boy hit herself hard after the game.",1080,"27/6",1080,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"107678",31,13,"binding3","6","hard",849,"Miss Carroll said that the boy hit herself hard after the game.",849,"31/6",849,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"114620",33,13,"binding3","6","hard",567,"Miss Carroll said that the boy hit herself hard after the game.",567,"33/6",567,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"117398",34,13,"binding3","6","hard",488,"Miss Carroll said that the boy hit herself hard after the game.",488,"34/6",488,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159209",48,13,"binding3","6","hard",473,"Miss Carroll said that the boy hit herself hard after the game.",473,"48/6",473,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"162281",49,13,"binding3","6","hard",398,"Miss Carroll said that the boy hit herself hard after the game.",398,"49/6",398,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"24379",3,13,"binding4","6","hard",298,"Mr. Smith said that the boy hit herself hard after the game.",298,"3/6",298,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"30544",5,13,"binding4","6","hard",751,"Mr. Smith said that the boy hit herself hard after the game.",751,"5/6",751,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"35358",7,13,"binding4","6","hard",417,"Mr. Smith said that the boy hit herself hard after the game.",417,"7/6",417,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"37506",8,13,"binding4","6","hard",342,"Mr. Smith said that the boy hit herself hard after the game.",342,"8/6",342,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"45507",11,13,"binding4","6","hard",533,"Mr. Smith said that the boy hit herself hard after the game.",533,"11/6",533,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"73814",20,13,"binding4","6","hard",580,"Mr. Smith said that the boy hit herself hard after the game.",580,"20/6",580,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"93207",26,13,"binding4","6","hard",540,"Mr. Smith said that the boy hit herself hard after the game.",540,"26/6",540,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"102934",29,13,"binding4","6","hard",611,"Mr. Smith said that the boy hit herself hard after the game.",611,"29/6",611,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"110856",32,13,"binding4","6","hard",528,"Mr. Smith said that the boy hit herself hard after the game.",528,"32/6",528,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"126572",37,13,"binding4","6","hard",450,"Mr. Smith said that the boy hit herself hard after the game.",450,"37/6",450,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"128168",38,13,"binding4","6","hard",508,"Mr. Smith said that the boy hit herself hard after the game.",508,"38/6",508,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"132646",40,13,"binding4","6","hard",1815,"Mr. Smith said that the boy hit herself hard after the game.",1815,"40/6",1815,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"135711",41,13,"binding4","6","hard",356,"Mr. Smith said that the boy hit herself hard after the game.",356,"41/6",356,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"147712",45,13,"binding4","6","hard",504,"Mr. Smith said that the boy hit herself hard after the game.",504,"45/6",504,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"151736",46,13,"binding4","6","hard",630,"Mr. Smith said that the boy hit herself hard after the game.",630,"46/6",630,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"155445",47,13,"binding4","6","hard",1062,"Mr. Smith said that the boy hit herself hard after the game.",1062,"47/6",1062,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"24883",3,14,"binding1","6","some time to think",1149,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1149,"3/6",1149,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"29389",5,14,"binding1","6","some time to think",1480,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1480,"5/6",1480,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"36450",7,14,"binding1","6","some time to think",1261,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1261,"7/6",1261,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"38346",8,14,"binding1","6","some time to think",653,"Mr. Johnson said that the man gave himself some time to think during the meeting.",653,"8/6",653,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"46788",11,14,"binding1","6","some time to think",1067,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1067,"11/6",1067,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"73709",20,14,"binding1","6","some time to think",2429,"Mr. Johnson said that the man gave himself some time to think during the meeting.",2429,"20/6",2429,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"93732",26,14,"binding1","6","some time to think",1609,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1609,"26/6",1609,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"101212",29,14,"binding1","6","some time to think",1714,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1714,"29/6",1714,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"109491",32,14,"binding1","6","some time to think",3360,"Mr. Johnson said that the man gave himself some time to think during the meeting.",3360,"32/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"125690",37,14,"binding1","6","some time to think",2243,"Mr. Johnson said that the man gave himself some time to think during the meeting.",2243,"37/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"128546",38,14,"binding1","6","some time to think",3506,"Mr. Johnson said that the man gave himself some time to think during the meeting.",3506,"38/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"132436",40,14,"binding1","6","some time to think",3619,"Mr. Johnson said that the man gave himself some time to think during the meeting.",3619,"40/6",3619,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"135228",41,14,"binding1","6","some time to think",1741,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1741,"41/6",1741,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"147922",45,14,"binding1","6","some time to think",802,"Mr. Johnson said that the man gave himself some time to think during the meeting.",802,"45/6",802,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"151316",46,14,"binding1","6","some time to think",2882,"Mr. Johnson said that the man gave himself some time to think during the meeting.",2882,"46/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"153891",47,14,"binding1","6","some time to think",1522,"Mr. Johnson said that the man gave himself some time to think during the meeting.",1522,"47/6",1522,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"42525",10,14,"binding2","6","some time to think",154,"Miss Kelly said that the man gave himself some time to think during the meeting.",154,"10/6",154,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"51995",13,14,"binding2","6","some time to think",1843,"Miss Kelly said that the man gave himself some time to think during the meeting.",1843,"13/6",1843,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"54885",14,14,"binding2","6","some time to think",1028,"Miss Kelly said that the man gave himself some time to think during the meeting.",1028,"14/6",1028,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"55878",15,14,"binding2","6","some time to think",2691,"Miss Kelly said that the man gave himself some time to think during the meeting.",2691,"15/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"65718",18,14,"binding2","6","some time to think",2658,"Miss Kelly said that the man gave himself some time to think during the meeting.",2658,"18/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"76418",21,14,"binding2","6","some time to think",675,"Miss Kelly said that the man gave himself some time to think during the meeting.",675,"21/6",675,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"84347",23,14,"binding2","6","some time to think",1760,"Miss Kelly said that the man gave himself some time to think during the meeting.",1760,"23/6",1760,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"130428",39,14,"binding2","6","some time to think",2954,"Miss Kelly said that the man gave himself some time to think during the meeting.",2954,"39/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"137803",42,14,"binding2","6","some time to think",2261,"Miss Kelly said that the man gave himself some time to think during the meeting.",2261,"42/6",2261,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"140525",43,14,"binding2","6","some time to think",1922,"Miss Kelly said that the man gave himself some time to think during the meeting.",1922,"43/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"13729",1,14,"binding3","6","some time to think",1931,"Miss Kelly said that the man gave herself some time to think during the meeting.",1931,"1/6",1931,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"27150",4,14,"binding3","6","some time to think",718,"Miss Kelly said that the man gave herself some time to think during the meeting.",718,"4/6",718,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"33476",6,14,"binding3","6","some time to think",698,"Miss Kelly said that the man gave herself some time to think during the meeting.",698,"6/6",698,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"40677",9,14,"binding3","6","some time to think",1821,"Miss Kelly said that the man gave herself some time to think during the meeting.",1821,"9/6",1821,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"50071",12,14,"binding3","6","some time to think",924,"Miss Kelly said that the man gave herself some time to think during the meeting.",924,"12/6",924,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"58726",16,14,"binding3","6","some time to think",646,"Miss Kelly said that the man gave herself some time to think during the meeting.",646,"16/6",646,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"67453",19,14,"binding3","6","some time to think",2468,"Miss Kelly said that the man gave herself some time to think during the meeting.",2468,"19/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"81022",22,14,"binding3","6","some time to think",941,"Miss Kelly said that the man gave herself some time to think during the meeting.",941,"22/6",941,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"85088",24,14,"binding3","6","some time to think",3065,"Miss Kelly said that the man gave herself some time to think during the meeting.",3065,"24/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"92165",25,14,"binding3","6","some time to think",1132,"Miss Kelly said that the man gave herself some time to think during the meeting.",1132,"25/6",1132,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"99617",28,14,"binding3","6","some time to think",1352,"Miss Kelly said that the man gave herself some time to think during the meeting.",1352,"28/6",1352,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"105089",30,14,"binding3","6","some time to think",1216,"Miss Kelly said that the man gave herself some time to think during the meeting.",1216,"30/6",1216,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"120358",35,14,"binding3","6","some time to think",2292,"Miss Kelly said that the man gave herself some time to think during the meeting.",2292,"35/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"123472",36,14,"binding3","6","some time to think",1430,"Miss Kelly said that the man gave herself some time to think during the meeting.",1430,"36/6",1430,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"145116",44,14,"binding3","6","some time to think",1205,"Miss Kelly said that the man gave herself some time to think during the meeting.",1205,"44/6",1205,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"22168",2,14,"binding4","6","some time to think",981,"Mr. Johnson said that the man gave herself some time to think during the meeting.",981,"2/6",981,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"63401",17,14,"binding4","6","some time to think",845,"Mr. Johnson said that the man gave herself some time to think during the meeting.",845,"17/6",845,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"96419",27,14,"binding4","6","some time to think",1058,"Mr. Johnson said that the man gave herself some time to think during the meeting.",1058,"27/6",1058,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"106355",31,14,"binding4","6","some time to think",1528,"Mr. Johnson said that the man gave herself some time to think during the meeting.",1528,"31/6",1528,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"115985",33,14,"binding4","6","some time to think",2613,"Mr. Johnson said that the man gave herself some time to think during the meeting.",2613,"33/6",2613,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"116621",34,14,"binding4","6","some time to think",1915,"Mr. Johnson said that the man gave herself some time to think during the meeting.",1915,"34/6",1915,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"160448",48,14,"binding4","6","some time to think",350,"Mr. Johnson said that the man gave herself some time to think during the meeting.",350,"48/6",350,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"162029",49,14,"binding4","6","some time to think",1581,"Mr. Johnson said that the man gave herself some time to think during the meeting.",1581,"49/6",1581,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"22399",2,15,"binding1","6","in the letter",820,"Mr. Williams heard that the king wrote about himself in the letter to the president.",820,"2/6",820,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"61049",17,15,"binding1","6","in the letter",505,"Mr. Williams heard that the king wrote about himself in the letter to the president.",505,"17/6",505,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"95747",27,15,"binding1","6","in the letter",434,"Mr. Williams heard that the king wrote about himself in the letter to the president.",434,"27/6",434,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"106712",31,15,"binding1","6","in the letter",866,"Mr. Williams heard that the king wrote about himself in the letter to the president.",866,"31/6",866,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"116300",33,15,"binding1","6","in the letter",247,"Mr. Williams heard that the king wrote about himself in the letter to the president.",247,"33/6",247,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"117104",34,15,"binding1","6","in the letter",746,"Mr. Williams heard that the king wrote about himself in the letter to the president.",746,"34/6",746,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"160658",48,15,"binding1","6","in the letter",533,"Mr. Williams heard that the king wrote about himself in the letter to the president.",533,"48/6",533,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"163415",49,15,"binding1","6","in the letter",440,"Mr. Williams heard that the king wrote about himself in the letter to the president.",440,"49/6",440,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"24274",3,15,"binding2","6","in the letter",340,"Miss Kim heard that the king wrote about himself in the letter to the president.",340,"3/6",340,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"30838",5,15,"binding2","6","in the letter",653,"Miss Kim heard that the king wrote about himself in the letter to the president.",653,"5/6",653,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"34623",7,15,"binding2","6","in the letter",854,"Miss Kim heard that the king wrote about himself in the letter to the president.",854,"7/6",854,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"38451",8,15,"binding2","6","in the letter",587,"Miss Kim heard that the king wrote about himself in the letter to the president.",587,"8/6",587,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"47460",11,15,"binding2","6","in the letter",583,"Miss Kim heard that the king wrote about himself in the letter to the president.",583,"11/6",583,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"72911",20,15,"binding2","6","in the letter",898,"Miss Kim heard that the king wrote about himself in the letter to the president.",898,"20/6",898,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"93102",26,15,"binding2","6","in the letter",753,"Miss Kim heard that the king wrote about himself in the letter to the president.",753,"26/6",753,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"100729",29,15,"binding2","6","in the letter",814,"Miss Kim heard that the king wrote about himself in the letter to the president.",814,"29/6",814,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"109869",32,15,"binding2","6","in the letter",710,"Miss Kim heard that the king wrote about himself in the letter to the president.",710,"32/6",710,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"126950",37,15,"binding2","6","in the letter",453,"Miss Kim heard that the king wrote about himself in the letter to the president.",453,"37/6",453,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"127874",38,15,"binding2","6","in the letter",727,"Miss Kim heard that the king wrote about himself in the letter to the president.",727,"38/6",727,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"133948",40,15,"binding2","6","in the letter",1093,"Miss Kim heard that the king wrote about himself in the letter to the president.",1093,"40/6",1093,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"137538",41,15,"binding2","6","in the letter",673,"Miss Kim heard that the king wrote about himself in the letter to the president.",673,"41/6",673,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"146515",45,15,"binding2","6","in the letter",548,"Miss Kim heard that the king wrote about himself in the letter to the president.",548,"45/6",548,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"153143",46,15,"binding2","6","in the letter",2425,"Miss Kim heard that the king wrote about himself in the letter to the president.",2425,"46/6",2425,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"153723",47,15,"binding2","6","in the letter",834,"Miss Kim heard that the king wrote about himself in the letter to the president.",834,"47/6",834,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"43323",10,15,"binding3","6","in the letter",667,"Miss Kim heard that the king wrote about herself in the letter to the president.",667,"10/6",667,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"50714",13,15,"binding3","6","in the letter",1809,"Miss Kim heard that the king wrote about herself in the letter to the president.",1809,"13/6",1809,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"53562",14,15,"binding3","6","in the letter",696,"Miss Kim heard that the king wrote about herself in the letter to the president.",696,"14/6",696,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"57138",15,15,"binding3","6","in the letter",646,"Miss Kim heard that the king wrote about herself in the letter to the president.",646,"15/6",646,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"64269",18,15,"binding3","6","in the letter",907,"Miss Kim heard that the king wrote about herself in the letter to the president.",907,"18/6",907,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"75998",21,15,"binding3","6","in the letter",589,"Miss Kim heard that the king wrote about herself in the letter to the president.",589,"21/6",589,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"82751",23,15,"binding3","6","in the letter",893,"Miss Kim heard that the king wrote about herself in the letter to the president.",893,"23/6",893,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"130218",39,15,"binding3","6","in the letter",1532,"Miss Kim heard that the king wrote about herself in the letter to the president.",1532,"39/6",1532,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"138433",42,15,"binding3","6","in the letter",824,"Miss Kim heard that the king wrote about herself in the letter to the president.",824,"42/6",824,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"141890",43,15,"binding3","6","in the letter",539,"Miss Kim heard that the king wrote about herself in the letter to the president.",539,"43/6",539,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"15556",1,15,"binding4","6","in the letter",698,"Mr. Williams heard that the king wrote about herself in the letter to the president.",698,"1/6",698,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"28515",4,15,"binding4","6","in the letter",164,"Mr. Williams heard that the king wrote about herself in the letter to the president.",164,"4/6",164,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"32531",6,15,"binding4","6","in the letter",546,"Mr. Williams heard that the king wrote about herself in the letter to the president.",546,"6/6",546,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"40509",9,15,"binding4","6","in the letter",671,"Mr. Williams heard that the king wrote about herself in the letter to the president.",671,"9/6",671,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"48349",12,15,"binding4","6","in the letter",597,"Mr. Williams heard that the king wrote about herself in the letter to the president.",597,"12/6",597,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"59797",16,15,"binding4","6","in the letter",789,"Mr. Williams heard that the king wrote about herself in the letter to the president.",789,"16/6",789,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"67705",19,15,"binding4","6","in the letter",833,"Mr. Williams heard that the king wrote about herself in the letter to the president.",833,"19/6",833,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"81295",22,15,"binding4","6","in the letter",611,"Mr. Williams heard that the king wrote about herself in the letter to the president.",611,"22/6",611,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"84941",24,15,"binding4","6","in the letter",775,"Mr. Williams heard that the king wrote about herself in the letter to the president.",775,"24/6",775,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"91850",25,15,"binding4","6","in the letter",1305,"Mr. Williams heard that the king wrote about herself in the letter to the president.",1305,"25/6",1305,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"98567",28,15,"binding4","6","in the letter",960,"Mr. Williams heard that the king wrote about herself in the letter to the president.",960,"28/6",960,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"104165",30,15,"binding4","6","in the letter",980,"Mr. Williams heard that the king wrote about herself in the letter to the president.",980,"30/6",980,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"120526",35,15,"binding4","6","in the letter",675,"Mr. Williams heard that the king wrote about herself in the letter to the president.",675,"35/6",675,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"123052",36,15,"binding4","6","in the letter",640,"Mr. Williams heard that the king wrote about herself in the letter to the president.",640,"36/6",640,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"143982",44,15,"binding4","6","in the letter",731,"Mr. Williams heard that the king wrote about herself in the letter to the president.",731,"44/6",731,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"15304",1,16,"binding1","6","some time to relax",1463,"Mr. Thomas said that the old man gave himself some time to relax after work.",1463,"1/6",1463,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"28011",4,16,"binding1","6","some time to relax",442,"Mr. Thomas said that the old man gave himself some time to relax after work.",442,"4/6",442,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"34190",6,16,"binding1","6","some time to relax",777,"Mr. Thomas said that the old man gave himself some time to relax after work.",777,"6/6",777,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"42273",9,16,"binding1","6","some time to relax",447,"Mr. Thomas said that the old man gave himself some time to relax after work.",447,"9/6",447,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"49504",12,16,"binding1","6","some time to relax",1579,"Mr. Thomas said that the old man gave himself some time to relax after work.",1579,"12/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"59104",16,16,"binding1","6","some time to relax",1201,"Mr. Thomas said that the old man gave himself some time to relax after work.",1201,"16/6",1201,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"67348",19,16,"binding1","6","some time to relax",1979,"Mr. Thomas said that the old man gave himself some time to relax after work.",1979,"19/6",1979,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"81232",22,16,"binding1","6","some time to relax",881,"Mr. Thomas said that the old man gave himself some time to relax after work.",881,"22/6",881,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"85865",24,16,"binding1","6","some time to relax",1080,"Mr. Thomas said that the old man gave himself some time to relax after work.",1080,"24/6",1080,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"90569",25,16,"binding1","6","some time to relax",1253,"Mr. Thomas said that the old man gave himself some time to relax after work.",1253,"25/6",1253,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"99554",28,16,"binding1","6","some time to relax",1073,"Mr. Thomas said that the old man gave himself some time to relax after work.",1073,"28/6",1073,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"103997",30,16,"binding1","6","some time to relax",1159,"Mr. Thomas said that the old man gave himself some time to relax after work.",1159,"30/6",1159,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"120631",35,16,"binding1","6","some time to relax",1135,"Mr. Thomas said that the old man gave himself some time to relax after work.",1135,"35/6",1135,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"122947",36,16,"binding1","6","some time to relax",1263,"Mr. Thomas said that the old man gave himself some time to relax after work.",1263,"36/6",1263,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"144717",44,16,"binding1","6","some time to relax",2016,"Mr. Thomas said that the old man gave himself some time to relax after work.",2016,"44/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"23365",2,16,"binding2","6","some time to relax",3810,"Miss Rose said that the old man gave himself some time to relax after work.",3810,"2/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"63086",17,16,"binding2","6","some time to relax",3482,"Miss Rose said that the old man gave himself some time to relax after work.",3482,"17/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"96566",27,16,"binding2","6","some time to relax",3199,"Miss Rose said that the old man gave himself some time to relax after work.",3199,"27/6",3199,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"107195",31,16,"binding2","6","some time to relax",2442,"Miss Rose said that the old man gave himself some time to relax after work.",2442,"31/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"115880",33,16,"binding2","6","some time to relax",1542,"Miss Rose said that the old man gave himself some time to relax after work.",1542,"33/6",1542,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"118742",34,16,"binding2","6","some time to relax",3095,"Miss Rose said that the old man gave himself some time to relax after work.",3095,"34/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"161309",48,16,"binding2","6","some time to relax",178,"Miss Rose said that the old man gave himself some time to relax after work.",178,"48/6",178,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"163625",49,16,"binding2","6","some time to relax",1677,"Miss Rose said that the old man gave himself some time to relax after work.",1677,"49/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"25345",3,16,"binding3","6","some time to relax",810,"Miss Rose said that the old man gave herself some time to relax after work.",810,"3/6",810,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"29452",5,16,"binding3","6","some time to relax",3150,"Miss Rose said that the old man gave herself some time to relax after work.",3150,"5/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"36660",7,16,"binding3","6","some time to relax",300,"Miss Rose said that the old man gave herself some time to relax after work.",300,"7/6",300,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"37359",8,16,"binding3","6","some time to relax",2094,"Miss Rose said that the old man gave herself some time to relax after work.",2094,"8/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"46011",11,16,"binding3","6","some time to relax",1026,"Miss Rose said that the old man gave herself some time to relax after work.",1026,"11/6",1026,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
