"","subject","item","list","phrase","word","raw_rt","sentence","removed_rt","subject2","rt","accessible_G","inaccessible_G","accessible","inaccessible"
"58999",16,6,"binding3","6","in the diary",795,"Mr. James heard that the young lady wrote about himself in the diary last night.",795,"16/6",795,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"66907",19,6,"binding3","6","in the diary",735,"Mr. James heard that the young lady wrote about himself in the diary last night.",735,"19/6",735,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"79846",22,6,"binding3","6","in the diary",682,"Mr. James heard that the young lady wrote about himself in the diary last night.",682,"22/6",682,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"85760",24,6,"binding3","6","in the diary",769,"Mr. James heard that the young lady wrote about himself in the diary last night.",769,"24/6",769,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"90170",25,6,"binding3","6","in the diary",719,"Mr. James heard that the young lady wrote about himself in the diary last night.",719,"25/6",719,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"98861",28,6,"binding3","6","in the diary",938,"Mr. James heard that the young lady wrote about himself in the diary last night.",938,"28/6",938,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"103409",30,6,"binding3","6","in the diary",835,"Mr. James heard that the young lady wrote about himself in the diary last night.",835,"30/6",835,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"121156",35,6,"binding3","6","in the diary",559,"Mr. James heard that the young lady wrote about himself in the diary last night.",559,"35/6",559,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"123367",36,6,"binding3","6","in the diary",3348,"Mr. James heard that the young lady wrote about himself in the diary last night.",3348,"36/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"145011",44,6,"binding3","6","in the diary",714,"Mr. James heard that the young lady wrote about himself in the diary last night.",714,"44/6",714,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"21685",2,6,"binding4","6","in the diary",627,"Miss Berry heard that the young lady wrote about himself in the diary last night.",627,"2/6",627,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"61154",17,6,"binding4","6","in the diary",651,"Miss Berry heard that the young lady wrote about himself in the diary last night.",651,"17/6",651,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"96881",27,6,"binding4","6","in the diary",458,"Miss Berry heard that the young lady wrote about himself in the diary last night.",458,"27/6",458,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"107090",31,6,"binding4","6","in the diary",1602,"Miss Berry heard that the young lady wrote about himself in the diary last night.",1602,"31/6",1602,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"116195",33,6,"binding4","6","in the diary",215,"Miss Berry heard that the young lady wrote about himself in the diary last night.",215,"33/6",215,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"117230",34,6,"binding4","6","in the diary",631,"Miss Berry heard that the young lady wrote about himself in the diary last night.",631,"34/6",631,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"159377",48,6,"binding4","6","in the diary",532,"Miss Berry heard that the young lady wrote about himself in the diary last night.",532,"48/6",532,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"163079",49,6,"binding4","6","in the diary",660,"Miss Berry heard that the young lady wrote about himself in the diary last night.",660,"49/6",660,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"21958",2,7,"binding1","6","happily",582,"The little girl said that Miss Carroll washed herself happily in the bathroom.",582,"2/6",582,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"61805",17,7,"binding1","6","happily",399,"The little girl said that Miss Carroll washed herself happily in the bathroom.",399,"17/6",399,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"97910",27,7,"binding1","6","happily",443,"The little girl said that Miss Carroll washed herself happily in the bathroom.",443,"27/6",443,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"106985",31,7,"binding1","6","happily",575,"The little girl said that Miss Carroll washed herself happily in the bathroom.",575,"31/6",575,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"114242",33,7,"binding1","6","happily",846,"The little girl said that Miss Carroll washed herself happily in the bathroom.",846,"33/6",846,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"118175",34,7,"binding1","6","happily",493,"The little girl said that Miss Carroll washed herself happily in the bathroom.",493,"34/6",493,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"161036",48,7,"binding1","6","happily",382,"The little girl said that Miss Carroll washed herself happily in the bathroom.",382,"48/6",382,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"161630",49,7,"binding1","6","happily",444,"The little girl said that Miss Carroll washed herself happily in the bathroom.",444,"49/6",444,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"24631",3,7,"binding2","6","happily",480,"The little boy said that Miss Carroll washed herself happily in the bathroom.",480,"3/6",480,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"31006",5,7,"binding2","6","happily",389,"The little boy said that Miss Carroll washed herself happily in the bathroom.",389,"5/6",389,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"36030",7,7,"binding2","6","happily",386,"The little boy said that Miss Carroll washed herself happily in the bathroom.",386,"7/6",386,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"39501",8,7,"binding2","6","happily",371,"The little boy said that Miss Carroll washed herself happily in the bathroom.",371,"8/6",371,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"46221",11,7,"binding2","6","happily",422,"The little boy said that Miss Carroll washed herself happily in the bathroom.",422,"11/6",422,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"72743",20,7,"binding2","6","happily",463,"The little boy said that Miss Carroll washed herself happily in the bathroom.",463,"20/6",463,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"95223",26,7,"binding2","6","happily",659,"The little boy said that Miss Carroll washed herself happily in the bathroom.",659,"26/6",659,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"102094",29,7,"binding2","6","happily",560,"The little boy said that Miss Carroll washed herself happily in the bathroom.",560,"29/6",560,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"110268",32,7,"binding2","6","happily",640,"The little boy said that Miss Carroll washed herself happily in the bathroom.",640,"32/6",640,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"125942",37,7,"binding2","6","happily",425,"The little boy said that Miss Carroll washed herself happily in the bathroom.",425,"37/6",425,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"129365",38,7,"binding2","6","happily",391,"The little boy said that Miss Carroll washed herself happily in the bathroom.",391,"38/6",391,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"133591",40,7,"binding2","6","happily",2125,"The little boy said that Miss Carroll washed herself happily in the bathroom.",2125,"40/6",2125,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"136299",41,7,"binding2","6","happily",278,"The little boy said that Miss Carroll washed herself happily in the bathroom.",278,"41/6",278,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"146830",45,7,"binding2","6","happily",554,"The little boy said that Miss Carroll washed herself happily in the bathroom.",554,"45/6",554,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"151463",46,7,"binding2","6","happily",517,"The little boy said that Miss Carroll washed herself happily in the bathroom.",517,"46/6",517,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"155340",47,7,"binding2","6","happily",730,"The little boy said that Miss Carroll washed herself happily in the bathroom.",730,"47/6",730,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"44772",10,7,"binding3","6","happily",188,"The little boy said that Miss Carroll washed himself happily in the bathroom.",188,"10/6",188,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"52457",13,7,"binding3","6","happily",636,"The little boy said that Miss Carroll washed himself happily in the bathroom.",636,"13/6",636,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"54675",14,7,"binding3","6","happily",582,"The little boy said that Miss Carroll washed himself happily in the bathroom.",582,"14/6",582,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"57831",15,7,"binding3","6","happily",801,"The little boy said that Miss Carroll washed himself happily in the bathroom.",801,"15/6",801,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"63996",18,7,"binding3","6","happily",480,"The little boy said that Miss Carroll washed himself happily in the bathroom.",480,"18/6",480,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"76670",21,7,"binding3","6","happily",304,"The little boy said that Miss Carroll washed himself happily in the bathroom.",304,"21/6",304,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"84452",23,7,"binding3","6","happily",997,"The little boy said that Miss Carroll washed himself happily in the bathroom.",997,"23/6",997,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"132213",39,7,"binding3","6","happily",545,"The little boy said that Miss Carroll washed himself happily in the bathroom.",545,"39/6",545,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"139735",42,7,"binding3","6","happily",1624,"The little boy said that Miss Carroll washed himself happily in the bathroom.",1624,"42/6",1624,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"141743",43,7,"binding3","6","happily",448,"The little boy said that Miss Carroll washed himself happily in the bathroom.",448,"43/6",448,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"15871",1,7,"binding4","6","happily",473,"The little girl said that Miss Carroll washed himself happily in the bathroom.",473,"1/6",473,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"28620",4,7,"binding4","6","happily",519,"The little girl said that Miss Carroll washed himself happily in the bathroom.",519,"4/6",519,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"32027",6,7,"binding4","6","happily",447,"The little girl said that Miss Carroll washed himself happily in the bathroom.",447,"6/6",447,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"42063",9,7,"binding4","6","happily",433,"The little girl said that Miss Carroll washed himself happily in the bathroom.",433,"9/6",433,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"49903",12,7,"binding4","6","happily",328,"The little girl said that Miss Carroll washed himself happily in the bathroom.",328,"12/6",328,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"58936",16,7,"binding4","6","happily",1131,"The little girl said that Miss Carroll washed himself happily in the bathroom.",1131,"16/6",1131,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"67768",19,7,"binding4","6","happily",1156,"The little girl said that Miss Carroll washed himself happily in the bathroom.",1156,"19/6",1156,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"80140",22,7,"binding4","6","happily",804,"The little girl said that Miss Carroll washed himself happily in the bathroom.",804,"22/6",804,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"84836",24,7,"binding4","6","happily",805,"The little girl said that Miss Carroll washed himself happily in the bathroom.",805,"24/6",805,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"91157",25,7,"binding4","6","happily",368,"The little girl said that Miss Carroll washed himself happily in the bathroom.",368,"25/6",368,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"99722",28,7,"binding4","6","happily",559,"The little girl said that Miss Carroll washed himself happily in the bathroom.",559,"28/6",559,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"104312",30,7,"binding4","6","happily",540,"The little girl said that Miss Carroll washed himself happily in the bathroom.",540,"30/6",540,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"121471",35,7,"binding4","6","happily",427,"The little girl said that Miss Carroll washed himself happily in the bathroom.",427,"35/6",427,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"122485",36,7,"binding4","6","happily",617,"The little girl said that Miss Carroll washed himself happily in the bathroom.",617,"36/6",617,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"144255",44,7,"binding4","6","happily",494,"The little girl said that Miss Carroll washed himself happily in the bathroom.",494,"44/6",494,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"14842",1,8,"binding1","6","very quickly",658,"The small girl said that Miss Kelly washed herself very quickly last night.",658,"1/6",658,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"28452",4,8,"binding1","6","very quickly",474,"The small girl said that Miss Kelly washed herself very quickly last night.",474,"4/6",474,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"33623",6,8,"binding1","6","very quickly",507,"The small girl said that Miss Kelly washed herself very quickly last night.",507,"6/6",507,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"41895",9,8,"binding1","6","very quickly",463,"The small girl said that Miss Kelly washed herself very quickly last night.",463,"9/6",463,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"47971",12,8,"binding1","6","very quickly",584,"The small girl said that Miss Kelly washed herself very quickly last night.",584,"12/6",584,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"59419",16,8,"binding1","6","very quickly",521,"The small girl said that Miss Kelly washed herself very quickly last night.",521,"16/6",521,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"66613",19,8,"binding1","6","very quickly",836,"The small girl said that Miss Kelly washed herself very quickly last night.",836,"19/6",836,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"79531",22,8,"binding1","6","very quickly",1476,"The small girl said that Miss Kelly washed herself very quickly last night.",1476,"22/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"85445",24,8,"binding1","6","very quickly",819,"The small girl said that Miss Kelly washed herself very quickly last night.",819,"24/6",819,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"90905",25,8,"binding1","6","very quickly",715,"The small girl said that Miss Kelly washed herself very quickly last night.",715,"25/6",715,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"99218",28,8,"binding1","6","very quickly",823,"The small girl said that Miss Kelly washed herself very quickly last night.",823,"28/6",823,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"104921",30,8,"binding1","6","very quickly",996,"The small girl said that Miss Kelly washed herself very quickly last night.",996,"30/6",996,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"120841",35,8,"binding1","6","very quickly",687,"The small girl said that Miss Kelly washed herself very quickly last night.",687,"35/6",687,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"123745",36,8,"binding1","6","very quickly",757,"The small girl said that Miss Kelly washed herself very quickly last night.",757,"36/6",757,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"144864",44,8,"binding1","6","very quickly",351,"The small girl said that Miss Kelly washed herself very quickly last night.",351,"44/6",351,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"21580",2,8,"binding2","6","very quickly",1287,"The small boy said that Miss Kelly washed herself very quickly last night.",1287,"2/6",1287,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"62162",17,8,"binding2","6","very quickly",476,"The small boy said that Miss Kelly washed herself very quickly last night.",476,"17/6",476,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"97763",27,8,"binding2","6","very quickly",34,"The small boy said that Miss Kelly washed herself very quickly last night.",NA,"27/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"108287",31,8,"binding2","6","very quickly",487,"The small boy said that Miss Kelly washed herself very quickly last night.",487,"31/6",487,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"115376",33,8,"binding2","6","very quickly",1090,"The small boy said that Miss Kelly washed herself very quickly last night.",1090,"33/6",1090,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"118028",34,8,"binding2","6","very quickly",1136,"The small boy said that Miss Kelly washed herself very quickly last night.",1136,"34/6",1136,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"160868",48,8,"binding2","6","very quickly",690,"The small boy said that Miss Kelly washed herself very quickly last night.",690,"48/6",690,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"162848",49,8,"binding2","6","very quickly",651,"The small boy said that Miss Kelly washed herself very quickly last night.",651,"49/6",651,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"24526",3,8,"binding3","6","very quickly",441,"The small boy said that Miss Kelly washed himself very quickly last night.",441,"3/6",441,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"29599",5,8,"binding3","6","very quickly",857,"The small boy said that Miss Kelly washed himself very quickly last night.",857,"5/6",857,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"35190",7,8,"binding3","6","very quickly",345,"The small boy said that Miss Kelly washed himself very quickly last night.",345,"7/6",345,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"37191",8,8,"binding3","6","very quickly",550,"The small boy said that Miss Kelly washed himself very quickly last night.",550,"8/6",550,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"47229",11,8,"binding3","6","very quickly",526,"The small boy said that Miss Kelly washed himself very quickly last night.",526,"11/6",526,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"72638",20,8,"binding3","6","very quickly",1321,"The small boy said that Miss Kelly washed himself very quickly last night.",1321,"20/6",1321,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"93312",26,8,"binding3","6","very quickly",644,"The small boy said that Miss Kelly washed himself very quickly last night.",644,"26/6",644,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"102409",29,8,"binding3","6","very quickly",738,"The small boy said that Miss Kelly washed himself very quickly last night.",738,"29/6",738,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"109134",32,8,"binding3","6","very quickly",1280,"The small boy said that Miss Kelly washed himself very quickly last night.",1280,"32/6",1280,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"124535",37,8,"binding3","6","very quickly",797,"The small boy said that Miss Kelly washed himself very quickly last night.",797,"37/6",797,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"129260",38,8,"binding3","6","very quickly",443,"The small boy said that Miss Kelly washed himself very quickly last night.",443,"38/6",443,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"133234",40,8,"binding3","6","very quickly",1015,"The small boy said that Miss Kelly washed himself very quickly last night.",1015,"40/6",1015,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"136950",41,8,"binding3","6","very quickly",728,"The small boy said that Miss Kelly washed himself very quickly last night.",728,"41/6",728,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"147040",45,8,"binding3","6","very quickly",518,"The small boy said that Miss Kelly washed himself very quickly last night.",518,"45/6",518,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"150938",46,8,"binding3","6","very quickly",1347,"The small boy said that Miss Kelly washed himself very quickly last night.",1347,"46/6",1347,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"155613",47,8,"binding3","6","very quickly",1091,"The small boy said that Miss Kelly washed himself very quickly last night.",1091,"47/6",1091,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"42630",10,8,"binding4","6","very quickly",949,"The small girl said that Miss Kelly washed himself very quickly last night.",949,"10/6",949,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"51512",13,8,"binding4","6","very quickly",786,"The small girl said that Miss Kelly washed himself very quickly last night.",786,"13/6",786,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"55347",14,8,"binding4","6","very quickly",979,"The small girl said that Miss Kelly washed himself very quickly last night.",979,"14/6",979,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"56046",15,8,"binding4","6","very quickly",606,"The small girl said that Miss Kelly washed himself very quickly last night.",606,"15/6",606,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"64059",18,8,"binding4","6","very quickly",686,"The small girl said that Miss Kelly washed himself very quickly last night.",686,"18/6",686,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"76607",21,8,"binding4","6","very quickly",341,"The small girl said that Miss Kelly washed himself very quickly last night.",341,"21/6",341,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"82961",23,8,"binding4","6","very quickly",876,"The small girl said that Miss Kelly washed himself very quickly last night.",876,"23/6",876,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"130008",39,8,"binding4","6","very quickly",705,"The small girl said that Miss Kelly washed himself very quickly last night.",705,"39/6",705,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"138181",42,8,"binding4","6","very quickly",1685,"The small girl said that Miss Kelly washed himself very quickly last night.",1685,"42/6",1685,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"141218",43,8,"binding4","6","very quickly",641,"The small girl said that Miss Kelly washed himself very quickly last night.",641,"43/6",641,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"43743",10,9,"binding1","6","with hot water",1964,"The girl said that Miss Kim washed herself with hot water after working.",1964,"10/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"51029",13,9,"binding1","6","with hot water",2287,"The girl said that Miss Kim washed herself with hot water after working.",2287,"13/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"53835",14,9,"binding1","6","with hot water",3800,"The girl said that Miss Kim washed herself with hot water after working.",3800,"14/6",NA,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"57306",15,9,"binding1","6","with hot water",1539,"The girl said that Miss Kim washed herself with hot water after working.",1539,"15/6",1539,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"63828",18,9,"binding1","6","with hot water",1781,"The girl said that Miss Kim washed herself with hot water after working.",1781,"18/6",1781,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"75011",21,9,"binding1","6","with hot water",1122,"The girl said that Miss Kim washed herself with hot water after working.",1122,"21/6",1122,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"82415",23,9,"binding1","6","with hot water",2356,"The girl said that Miss Kim washed herself with hot water after working.",2356,"23/6",2356,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"130575",39,9,"binding1","6","with hot water",1370,"The girl said that Miss Kim washed herself with hot water after working.",1370,"39/6",1370,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"138790",42,9,"binding1","6","with hot water",1673,"The girl said that Miss Kim washed herself with hot water after working.",1673,"42/6",1673,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"140840",43,9,"binding1","6","with hot water",1139,"The girl said that Miss Kim washed herself with hot water after working.",1139,"43/6",1139,"Accessible_Match","Inaccessible_Match",-0.5,-0.5
"13834",1,9,"binding2","6","with hot water",1474,"The boy said that Miss Kim washed herself with hot water after working.",1474,"1/6",1474,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"26793",4,9,"binding2","6","with hot water",1034,"The boy said that Miss Kim washed herself with hot water after working.",1034,"4/6",1034,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"33371",6,9,"binding2","6","with hot water",411,"The boy said that Miss Kim washed herself with hot water after working.",411,"6/6",411,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"40845",9,9,"binding2","6","with hot water",952,"The boy said that Miss Kim washed herself with hot water after working.",952,"9/6",952,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"49252",12,9,"binding2","6","with hot water",797,"The boy said that Miss Kim washed herself with hot water after working.",797,"12/6",797,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"60217",16,9,"binding2","6","with hot water",581,"The boy said that Miss Kim washed herself with hot water after working.",581,"16/6",581,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"68314",19,9,"binding2","6","with hot water",905,"The boy said that Miss Kim washed herself with hot water after working.",905,"19/6",905,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"81463",22,9,"binding2","6","with hot water",850,"The boy said that Miss Kim washed herself with hot water after working.",850,"22/6",850,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"85235",24,9,"binding2","6","with hot water",1821,"The boy said that Miss Kim washed herself with hot water after working.",1821,"24/6",1821,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"90422",25,9,"binding2","6","with hot water",893,"The boy said that Miss Kim washed herself with hot water after working.",893,"25/6",893,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"100289",28,9,"binding2","6","with hot water",1133,"The boy said that Miss Kim washed herself with hot water after working.",1133,"28/6",1133,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"105824",30,9,"binding2","6","with hot water",799,"The boy said that Miss Kim washed herself with hot water after working.",799,"30/6",799,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"121366",35,9,"binding2","6","with hot water",1406,"The boy said that Miss Kim washed herself with hot water after working.",1406,"35/6",1406,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"122317",36,9,"binding2","6","with hot water",2321,"The boy said that Miss Kim washed herself with hot water after working.",2321,"36/6",NA,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"145389",44,9,"binding2","6","with hot water",1210,"The boy said that Miss Kim washed herself with hot water after working.",1210,"44/6",1210,"Accessible_Match","Inaccessible_Mismatch",-0.5,0.5
"23785",2,9,"binding3","6","with hot water",300,"The boy said that Miss Kim washed himself with hot water after working.",300,"2/6",300,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"63464",17,9,"binding3","6","with hot water",458,"The boy said that Miss Kim washed himself with hot water after working.",458,"17/6",458,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"97616",27,9,"binding3","6","with hot water",35,"The boy said that Miss Kim washed himself with hot water after working.",NA,"27/6",NA,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"107321",31,9,"binding3","6","with hot water",1862,"The boy said that Miss Kim washed himself with hot water after working.",1862,"31/6",1862,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"114137",33,9,"binding3","6","with hot water",3126,"The boy said that Miss Kim washed himself with hot water after working.",3126,"33/6",3126,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"116936",34,9,"binding3","6","with hot water",1324,"The boy said that Miss Kim washed himself with hot water after working.",1324,"34/6",1324,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"159041",48,9,"binding3","6","with hot water",1277,"The boy said that Miss Kim washed himself with hot water after working.",1277,"48/6",1277,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"163142",49,9,"binding3","6","with hot water",1289,"The boy said that Miss Kim washed himself with hot water after working.",1289,"49/6",1289,"Accessible_Mismatch","Inaccessible_Match",0.5,-0.5
"24757",3,9,"binding4","6","with hot water",388,"The girl said that Miss Kim washed himself with hot water after working.",388,"3/6",388,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"30313",5,9,"binding4","6","with hot water",897,"The girl said that Miss Kim washed himself with hot water after working.",897,"5/6",897,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"36975",7,9,"binding4","6","with hot water",269,"The girl said that Miss Kim washed himself with hot water after working.",269,"7/6",269,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"38241",8,9,"binding4","6","with hot water",581,"The girl said that Miss Kim washed himself with hot water after working.",581,"8/6",581,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"45654",11,9,"binding4","6","with hot water",1464,"The girl said that Miss Kim washed himself with hot water after working.",1464,"11/6",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"73268",20,9,"binding4","6","with hot water",1388,"The girl said that Miss Kim washed himself with hot water after working.",1388,"20/6",1388,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"94425",26,9,"binding4","6","with hot water",927,"The girl said that Miss Kim washed himself with hot water after working.",927,"26/6",927,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
"100834",29,9,"binding4","6","with hot water",2209,"The girl said that Miss Kim washed himself with hot water after working.",2209,"29/6",NA,"Accessible_Mismatch","Inaccessible_Mismatch",0.5,0.5
