"","subject","item","list","phrase","word","rt","sentence","accessible_G","inaccessible_G","accessible","inaccessible"
"31003",5,7,"binding2","3","Miss Carroll",436,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"31004",5,7,"binding2","4","washed",435,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"31005",5,7,"binding2","5","herself",423,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"31006",5,7,"binding2","6","happily",389,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"31007",5,7,"binding2","7","in the bathroom.",421,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36012",7,7,"binding2","1","The little boy",1325,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36026",7,7,"binding2","2","said that",443,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36027",7,7,"binding2","3","Miss Carroll",544,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36028",7,7,"binding2","4","washed",458,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36029",7,7,"binding2","5","herself",452,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36030",7,7,"binding2","6","happily",386,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"36031",7,7,"binding2","7","in the bathroom.",615,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39496",8,7,"binding2","1","The little boy",587,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39497",8,7,"binding2","2","said that",368,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39498",8,7,"binding2","3","Miss Carroll",626,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39499",8,7,"binding2","4","washed",419,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39500",8,7,"binding2","5","herself",537,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39501",8,7,"binding2","6","happily",371,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"39502",8,7,"binding2","7","in the bathroom.",536,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46216",11,7,"binding2","1","The little boy",1093,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46217",11,7,"binding2","2","said that",485,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46218",11,7,"binding2","3","Miss Carroll",929,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46219",11,7,"binding2","4","washed",762,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46220",11,7,"binding2","5","herself",481,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46221",11,7,"binding2","6","happily",422,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"46222",11,7,"binding2","7","in the bathroom.",666,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72725",20,7,"binding2","1","The little boy",1454,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72739",20,7,"binding2","2","said that",644,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72740",20,7,"binding2","3","Miss Carroll",916,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72741",20,7,"binding2","4","washed",695,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72742",20,7,"binding2","5","herself",727,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72743",20,7,"binding2","6","happily",463,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"72744",20,7,"binding2","7","in the bathroom.",1479,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95205",26,7,"binding2","1","The little boy",701,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95219",26,7,"binding2","2","said that",493,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95220",26,7,"binding2","3","Miss Carroll",603,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95221",26,7,"binding2","4","washed",671,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95222",26,7,"binding2","5","herself",602,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95223",26,7,"binding2","6","happily",659,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"95224",26,7,"binding2","7","in the bathroom.",684,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102089",29,7,"binding2","1","The little boy",622,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102090",29,7,"binding2","2","said that",616,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102091",29,7,"binding2","3","Miss Carroll",554,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102092",29,7,"binding2","4","washed",347,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102093",29,7,"binding2","5","herself",524,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102094",29,7,"binding2","6","happily",560,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"102095",29,7,"binding2","7","in the bathroom.",580,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110250",32,7,"binding2","1","The little boy",750,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110264",32,7,"binding2","2","said that",1020,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110265",32,7,"binding2","3","Miss Carroll",561,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110266",32,7,"binding2","4","washed",680,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110267",32,7,"binding2","5","herself",549,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110268",32,7,"binding2","6","happily",640,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"110269",32,7,"binding2","7","in the bathroom.",1181,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125937",37,7,"binding2","1","The little boy",1036,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125938",37,7,"binding2","2","said that",558,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125939",37,7,"binding2","3","Miss Carroll",660,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125940",37,7,"binding2","4","washed",583,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125941",37,7,"binding2","5","herself",455,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125942",37,7,"binding2","6","happily",425,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"125943",37,7,"binding2","7","in the bathroom.",721,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129347",38,7,"binding2","1","The little boy",1017,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129361",38,7,"binding2","2","said that",1080,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129362",38,7,"binding2","3","Miss Carroll",772,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129363",38,7,"binding2","4","washed",363,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129364",38,7,"binding2","5","herself",472,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129365",38,7,"binding2","6","happily",391,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"129366",38,7,"binding2","7","in the bathroom.",464,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133573",40,7,"binding2","1","The little boy",3817,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133587",40,7,"binding2","2","said that",762,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133588",40,7,"binding2","3","Miss Carroll",578,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133589",40,7,"binding2","4","washed",495,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133590",40,7,"binding2","5","herself",349,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133591",40,7,"binding2","6","happily",2125,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"133592",40,7,"binding2","7","in the bathroom.",2869,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136294",41,7,"binding2","1","The little boy",167,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136295",41,7,"binding2","2","said that",172,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136296",41,7,"binding2","3","Miss Carroll",182,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136297",41,7,"binding2","4","washed",184,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136298",41,7,"binding2","5","herself",209,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136299",41,7,"binding2","6","happily",278,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"136300",41,7,"binding2","7","in the bathroom.",287,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146825",45,7,"binding2","1","The little boy",1122,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146826",45,7,"binding2","2","said that",664,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146827",45,7,"binding2","3","Miss Carroll",844,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146828",45,7,"binding2","4","washed",877,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146829",45,7,"binding2","5","herself",580,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146830",45,7,"binding2","6","happily",554,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"146831",45,7,"binding2","7","in the bathroom.",661,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151445",46,7,"binding2","1","The little boy",1435,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151459",46,7,"binding2","2","said that",1154,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151460",46,7,"binding2","3","Miss Carroll",1260,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151461",46,7,"binding2","4","washed",1235,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151462",46,7,"binding2","5","herself",1638,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151463",46,7,"binding2","6","happily",517,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"151464",46,7,"binding2","7","in the bathroom.",931,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155322",47,7,"binding2","1","The little boy",1960,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155336",47,7,"binding2","2","said that",903,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155337",47,7,"binding2","3","Miss Carroll",862,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155338",47,7,"binding2","4","washed",950,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155339",47,7,"binding2","5","herself",614,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155340",47,7,"binding2","6","happily",730,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"155341",47,7,"binding2","7","in the bathroom.",1483,"The little boy said that Miss Carroll washed herself happily in the bathroom.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"44754",10,7,"binding3","1","The little boy",158,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44768",10,7,"binding3","2","said that",170,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44769",10,7,"binding3","3","Miss Carroll",147,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44770",10,7,"binding3","4","washed",168,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44771",10,7,"binding3","5","himself",159,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44772",10,7,"binding3","6","happily",188,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44773",10,7,"binding3","7","in the bathroom.",178,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52452",13,7,"binding3","1","The little boy",895,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52453",13,7,"binding3","2","said that",739,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52454",13,7,"binding3","3","Miss Carroll",786,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52455",13,7,"binding3","4","washed",668,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52456",13,7,"binding3","5","himself",436,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52457",13,7,"binding3","6","happily",636,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"52458",13,7,"binding3","7","in the bathroom.",855,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54657",14,7,"binding3","1","The little boy",1252,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54671",14,7,"binding3","2","said that",657,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54672",14,7,"binding3","3","Miss Carroll",676,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54673",14,7,"binding3","4","washed",614,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54674",14,7,"binding3","5","himself",525,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54675",14,7,"binding3","6","happily",582,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"54676",14,7,"binding3","7","in the bathroom.",810,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57813",15,7,"binding3","1","The little boy",374,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57827",15,7,"binding3","2","said that",464,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57828",15,7,"binding3","3","Miss Carroll",787,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57829",15,7,"binding3","4","washed",519,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57830",15,7,"binding3","5","himself",620,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57831",15,7,"binding3","6","happily",801,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"57832",15,7,"binding3","7","in the bathroom.",604,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63991",18,7,"binding3","1","The little boy",725,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63992",18,7,"binding3","2","said that",748,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63993",18,7,"binding3","3","Miss Carroll",901,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63994",18,7,"binding3","4","washed",1224,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63995",18,7,"binding3","5","himself",1267,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63996",18,7,"binding3","6","happily",480,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"63997",18,7,"binding3","7","in the bathroom.",868,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76665",21,7,"binding3","1","The little boy",158,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76666",21,7,"binding3","2","said that",142,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76667",21,7,"binding3","3","Miss Carroll",154,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76668",21,7,"binding3","4","washed",148,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76669",21,7,"binding3","5","himself",123,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76670",21,7,"binding3","6","happily",304,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"76671",21,7,"binding3","7","in the bathroom.",154,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84447",23,7,"binding3","1","The little boy",673,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84448",23,7,"binding3","2","said that",633,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84449",23,7,"binding3","3","Miss Carroll",645,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84450",23,7,"binding3","4","washed",741,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84451",23,7,"binding3","5","himself",638,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84452",23,7,"binding3","6","happily",997,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"84453",23,7,"binding3","7","in the bathroom.",657,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132208",39,7,"binding3","1","The little boy",984,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132209",39,7,"binding3","2","said that",1352,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132210",39,7,"binding3","3","Miss Carroll",992,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132211",39,7,"binding3","4","washed",1630,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132212",39,7,"binding3","5","himself",605,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132213",39,7,"binding3","6","happily",545,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"132214",39,7,"binding3","7","in the bathroom.",751,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139730",42,7,"binding3","1","The little boy",1042,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139731",42,7,"binding3","2","said that",1595,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139732",42,7,"binding3","3","Miss Carroll",1307,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139733",42,7,"binding3","4","washed",552,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139734",42,7,"binding3","5","himself",483,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139735",42,7,"binding3","6","happily",1624,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"139736",42,7,"binding3","7","in the bathroom.",801,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141738",43,7,"binding3","1","The little boy",616,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141739",43,7,"binding3","2","said that",600,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141740",43,7,"binding3","3","Miss Carroll",1016,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141741",43,7,"binding3","4","washed",478,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141742",43,7,"binding3","5","himself",797,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"141743",43,7,"binding3","6","happily",448,"The little boy said that Miss Carroll washed himself happily in the bathroom.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
