"","subject","item","list","phrase","word","rt","sentence","accessible_G","inaccessible_G","accessible","inaccessible"
"144699",44,16,"binding1","1","Mr. Thomas",766,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144713",44,16,"binding1","2","said that",670,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144714",44,16,"binding1","3","the old man",876,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144715",44,16,"binding1","4","gave",719,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144716",44,16,"binding1","5","himself",639,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144717",44,16,"binding1","6","some time to relax",2016,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"144718",44,16,"binding1","7","after work.",792,"Mr. Thomas said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Match","-0.5","-0.5"
"23347",2,16,"binding2","1","Miss Rose",555,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23361",2,16,"binding2","2","said that",1064,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23362",2,16,"binding2","3","the old man",1696,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23363",2,16,"binding2","4","gave",979,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23364",2,16,"binding2","5","himself",575,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23365",2,16,"binding2","6","some time to relax",3810,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"23366",2,16,"binding2","7","after work.",481,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63068",17,16,"binding2","1","Miss Rose",987,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63082",17,16,"binding2","2","said that",591,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63083",17,16,"binding2","3","the old man",454,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63084",17,16,"binding2","4","gave",368,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63085",17,16,"binding2","5","himself",386,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63086",17,16,"binding2","6","some time to relax",3482,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"63087",17,16,"binding2","7","after work.",1226,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96548",27,16,"binding2","1","Miss Rose",1949,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96562",27,16,"binding2","2","said that",825,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96563",27,16,"binding2","3","the old man",1222,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96564",27,16,"binding2","4","gave",484,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96565",27,16,"binding2","5","himself",407,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96566",27,16,"binding2","6","some time to relax",3199,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"96567",27,16,"binding2","7","after work.",478,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107177",31,16,"binding2","1","Miss Rose",761,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107191",31,16,"binding2","2","said that",818,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107192",31,16,"binding2","3","the old man",1375,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107193",31,16,"binding2","4","gave",664,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107194",31,16,"binding2","5","himself",829,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107195",31,16,"binding2","6","some time to relax",2442,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"107196",31,16,"binding2","7","after work.",974,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115875",33,16,"binding2","1","Miss Rose",462,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115876",33,16,"binding2","2","said that",596,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115877",33,16,"binding2","3","the old man",721,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115878",33,16,"binding2","4","gave",418,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115879",33,16,"binding2","5","himself",626,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115880",33,16,"binding2","6","some time to relax",1542,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"115881",33,16,"binding2","7","after work.",392,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118724",34,16,"binding2","1","Miss Rose",922,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118738",34,16,"binding2","2","said that",793,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118739",34,16,"binding2","3","the old man",871,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118740",34,16,"binding2","4","gave",535,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118741",34,16,"binding2","5","himself",513,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118742",34,16,"binding2","6","some time to relax",3095,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"118743",34,16,"binding2","7","after work.",635,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161291",48,16,"binding2","1","Miss Rose",148,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161305",48,16,"binding2","2","said that",148,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161306",48,16,"binding2","3","the old man",412,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161307",48,16,"binding2","4","gave",290,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161308",48,16,"binding2","5","himself",189,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161309",48,16,"binding2","6","some time to relax",178,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"161310",48,16,"binding2","7","after work.",388,"Miss Rose said that the old man gave himself some time to relax after work.","Accessible_Match","Inaccessible_Mismatch","-0.5","0.5"
"25327",3,16,"binding3","1","Miss Rose",405,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25341",3,16,"binding3","2","said that",442,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25342",3,16,"binding3","3","the old man",549,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25343",3,16,"binding3","4","gave",502,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25344",3,16,"binding3","5","herself",530,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25345",3,16,"binding3","6","some time to relax",810,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"25346",3,16,"binding3","7","after work.",607,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29447",5,16,"binding3","1","Miss Rose",665,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29448",5,16,"binding3","2","said that",727,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29449",5,16,"binding3","3","the old man",1333,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29450",5,16,"binding3","4","gave",933,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29451",5,16,"binding3","5","herself",1106,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29452",5,16,"binding3","6","some time to relax",3150,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"29453",5,16,"binding3","7","after work.",719,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36642",7,16,"binding3","1","Miss Rose",336,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36656",7,16,"binding3","2","said that",482,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36657",7,16,"binding3","3","the old man",366,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36658",7,16,"binding3","4","gave",523,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36659",7,16,"binding3","5","herself",412,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36660",7,16,"binding3","6","some time to relax",300,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"36661",7,16,"binding3","7","after work.",300,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37354",8,16,"binding3","1","Miss Rose",303,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37355",8,16,"binding3","2","said that",371,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37356",8,16,"binding3","3","the old man",614,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37357",8,16,"binding3","4","gave",438,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37358",8,16,"binding3","5","herself",325,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37359",8,16,"binding3","6","some time to relax",2094,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"37360",8,16,"binding3","7","after work.",422,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"45993",11,16,"binding3","1","Miss Rose",313,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46007",11,16,"binding3","2","said that",559,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46008",11,16,"binding3","3","the old man",596,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46009",11,16,"binding3","4","gave",796,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46010",11,16,"binding3","5","herself",502,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46011",11,16,"binding3","6","some time to relax",1026,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"46012",11,16,"binding3","7","after work.",608,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72423",20,16,"binding3","1","Miss Rose",634,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72424",20,16,"binding3","2","said that",357,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72425",20,16,"binding3","3","the old man",372,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72426",20,16,"binding3","4","gave",390,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72427",20,16,"binding3","5","herself",362,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72428",20,16,"binding3","6","some time to relax",1310,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"72429",20,16,"binding3","7","after work.",637,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94239",26,16,"binding3","1","Miss Rose",1660,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94253",26,16,"binding3","2","said that",1225,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94254",26,16,"binding3","3","the old man",1164,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94255",26,16,"binding3","4","gave",437,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94256",26,16,"binding3","5","herself",378,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94257",26,16,"binding3","6","some time to relax",1211,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"94258",26,16,"binding3","7","after work.",582,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102853",29,16,"binding3","1","Miss Rose",4493,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102867",29,16,"binding3","2","said that",1054,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102868",29,16,"binding3","3","the old man",1389,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102869",29,16,"binding3","4","gave",417,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102870",29,16,"binding3","5","herself",479,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102871",29,16,"binding3","6","some time to relax",1690,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"102872",29,16,"binding3","7","after work.",499,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110523",32,16,"binding3","1","Miss Rose",449,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110537",32,16,"binding3","2","said that",591,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110538",32,16,"binding3","3","the old man",449,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110539",32,16,"binding3","4","gave",500,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110540",32,16,"binding3","5","herself",560,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110541",32,16,"binding3","6","some time to relax",1150,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"110542",32,16,"binding3","7","after work.",601,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125118",37,16,"binding3","1","Miss Rose",3471,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125119",37,16,"binding3","2","said that",1524,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125120",37,16,"binding3","3","the old man",921,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125121",37,16,"binding3","4","gave",595,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125122",37,16,"binding3","5","herself",853,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125123",37,16,"binding3","6","some time to relax",1474,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"125124",37,16,"binding3","7","after work.",648,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129150",38,16,"binding3","1","Miss Rose",330,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129151",38,16,"binding3","2","said that",661,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129152",38,16,"binding3","3","the old man",428,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129153",38,16,"binding3","4","gave",336,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129154",38,16,"binding3","5","herself",295,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129155",38,16,"binding3","6","some time to relax",438,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"129156",38,16,"binding3","7","after work.",279,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134833",40,16,"binding3","1","Miss Rose",1047,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134847",40,16,"binding3","2","said that",992,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134848",40,16,"binding3","3","the old man",1889,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134849",40,16,"binding3","4","gave",861,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134850",40,16,"binding3","5","herself",1237,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134851",40,16,"binding3","6","some time to relax",2144,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"134852",40,16,"binding3","7","after work.",1011,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137079",41,16,"binding3","1","Miss Rose",2071,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137093",41,16,"binding3","2","said that",2499,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137094",41,16,"binding3","3","the old man",688,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137095",41,16,"binding3","4","gave",511,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137096",41,16,"binding3","5","herself",490,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137097",41,16,"binding3","6","some time to relax",1733,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"137098",41,16,"binding3","7","after work.",886,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148085",45,16,"binding3","1","Miss Rose",594,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148086",45,16,"binding3","2","said that",762,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148087",45,16,"binding3","3","the old man",802,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148088",45,16,"binding3","4","gave",544,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148089",45,16,"binding3","5","herself",690,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148090",45,16,"binding3","6","some time to relax",813,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"148091",45,16,"binding3","7","after work.",822,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152432",46,16,"binding3","1","Miss Rose",1591,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152446",46,16,"binding3","2","said that",1093,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152447",46,16,"binding3","3","the old man",2058,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152448",46,16,"binding3","4","gave",687,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152449",46,16,"binding3","5","herself",494,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152450",46,16,"binding3","6","some time to relax",1341,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"152451",46,16,"binding3","7","after work.",916,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155847",47,16,"binding3","1","Miss Rose",1361,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155861",47,16,"binding3","2","said that",868,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155862",47,16,"binding3","3","the old man",1318,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155863",47,16,"binding3","4","gave",898,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155864",47,16,"binding3","5","herself",847,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155865",47,16,"binding3","6","some time to relax",2498,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"155866",47,16,"binding3","7","after work.",1034,"Miss Rose said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Match","0.5","-0.5"
"44935",10,16,"binding4","1","Mr. Thomas",204,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44936",10,16,"binding4","2","said that",178,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44937",10,16,"binding4","3","the old man",179,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44938",10,16,"binding4","4","gave",205,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44939",10,16,"binding4","5","herself",194,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44940",10,16,"binding4","6","some time to relax",223,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"44941",10,16,"binding4","7","after work.",995,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"51389",13,16,"binding4","1","Mr. Thomas",1215,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"51403",13,16,"binding4","2","said that",624,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"51404",13,16,"binding4","3","the old man",1691,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
"51405",13,16,"binding4","4","gave",487,"Mr. Thomas said that the old man gave herself some time to relax after work.","Accessible_Mismatch","Inaccessible_Mismatch","0.5","0.5"
