"subject","item","rt","accessible","inaccessible","group","region","trial","accessible_g","inaccessible_g","group_g","region_g"
"Non-Native 67",21,"1392",1,1,1,1,"Non-Native 67 21","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 68",21,"550",1,1,1,-1,"Non-Native 68 21","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 68",21,"1211",1,1,1,1,"Non-Native 68 21","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 71",21,"1407",1,1,1,-1,"Non-Native 71 21","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 71",21,"2497",1,1,1,1,"Non-Native 71 21","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 4",22,"673",-1,-1,1,-1,"Non-Native 4 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 4",22,"727",-1,-1,1,1,"Non-Native 4 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 5",22,"460",-1,-1,1,-1,"Non-Native 5 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 5",22,"397",-1,-1,1,1,"Non-Native 5 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 7",22,"396",-1,-1,1,-1,"Non-Native 7 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 7",22,"352",-1,-1,1,1,"Non-Native 7 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 8",22,"736",-1,-1,1,-1,"Non-Native 8 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 8",22,"532",-1,-1,1,1,"Non-Native 8 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 11",22,"561",-1,-1,1,-1,"Non-Native 11 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 11",22,"840",-1,-1,1,1,"Non-Native 11 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 20",22,"493",-1,-1,1,-1,"Non-Native 20 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 20",22,"829",-1,-1,1,1,"Non-Native 20 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 28",22,"NA",-1,-1,1,-1,"Non-Native 28 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 28",22,"1367",-1,-1,1,1,"Non-Native 28 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 31",22,"595",-1,-1,1,-1,"Non-Native 31 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 31",22,"555",-1,-1,1,1,"Non-Native 31 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 34",22,"580",-1,-1,1,-1,"Non-Native 34 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 34",22,"390",-1,-1,1,1,"Non-Native 34 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 40",22,"555",-1,-1,1,-1,"Non-Native 40 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 40",22,"660",-1,-1,1,1,"Non-Native 40 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 41",22,"413",-1,-1,1,-1,"Non-Native 41 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 41",22,"396",-1,-1,1,1,"Non-Native 41 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 43",22,"880",-1,-1,1,-1,"Non-Native 43 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 43",22,"1327",-1,-1,1,1,"Non-Native 43 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 44",22,"906",-1,-1,1,-1,"Non-Native 44 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 44",22,"3437",-1,-1,1,1,"Non-Native 44 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 48",22,"778",-1,-1,1,-1,"Non-Native 48 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 48",22,"685",-1,-1,1,1,"Non-Native 48 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 50",22,"647",-1,-1,1,-1,"Non-Native 50 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 50",22,"1152",-1,-1,1,1,"Non-Native 50 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 51",22,"1415",-1,-1,1,-1,"Non-Native 51 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 51",22,"1076",-1,-1,1,1,"Non-Native 51 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 61",22,"442",-1,-1,1,-1,"Non-Native 61 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 61",22,"660",-1,-1,1,1,"Non-Native 61 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 64",22,"454",-1,-1,1,-1,"Non-Native 64 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 64",22,"815",-1,-1,1,1,"Non-Native 64 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 67",22,"613",-1,-1,1,-1,"Non-Native 67 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 67",22,"1007",-1,-1,1,1,"Non-Native 67 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 68",22,"1220",-1,-1,1,-1,"Non-Native 68 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 68",22,"2340",-1,-1,1,1,"Non-Native 68 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 71",22,"986",-1,-1,1,-1,"Non-Native 71 22","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 71",22,"727",-1,-1,1,1,"Non-Native 71 22","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 10",22,"328",-1,1,1,-1,"Non-Native 10 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 10",22,"796",-1,1,1,1,"Non-Native 10 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 13",22,"580",-1,1,1,-1,"Non-Native 13 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 13",22,"719",-1,1,1,1,"Non-Native 13 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 14",22,"593",-1,1,1,-1,"Non-Native 14 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 14",22,"806",-1,1,1,1,"Non-Native 14 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 15",22,"1143",-1,1,1,-1,"Non-Native 15 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 15",22,"978",-1,1,1,1,"Non-Native 15 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 18",22,"497",-1,1,1,-1,"Non-Native 18 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 18",22,"950",-1,1,1,1,"Non-Native 18 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 21",22,"464",-1,1,1,-1,"Non-Native 21 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 21",22,"654",-1,1,1,1,"Non-Native 21 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 22",22,"219",-1,1,1,-1,"Non-Native 22 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 22",22,"247",-1,1,1,1,"Non-Native 22 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 24",22,"611",-1,1,1,-1,"Non-Native 24 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 24",22,"757",-1,1,1,1,"Non-Native 24 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 26",22,"646",-1,1,1,-1,"Non-Native 26 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 26",22,"783",-1,1,1,1,"Non-Native 26 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 42",22,"980",-1,1,1,-1,"Non-Native 42 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 42",22,"813",-1,1,1,1,"Non-Native 42 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 45",22,"634",-1,1,1,-1,"Non-Native 45 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 45",22,"643",-1,1,1,1,"Non-Native 45 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 46",22,"580",-1,1,1,-1,"Non-Native 46 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 46",22,"432",-1,1,1,1,"Non-Native 46 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 56",22,"365",-1,1,1,-1,"Non-Native 56 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 56",22,"349",-1,1,1,1,"Non-Native 56 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 63",22,"633",-1,1,1,-1,"Non-Native 63 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 63",22,"1441",-1,1,1,1,"Non-Native 63 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 65",22,"496",-1,1,1,-1,"Non-Native 65 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 65",22,"921",-1,1,1,1,"Non-Native 65 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 70",22,"571",-1,1,1,-1,"Non-Native 70 22","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 70",22,"646",-1,1,1,1,"Non-Native 70 22","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 1",22,"667",1,-1,1,-1,"Non-Native 1 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 1",22,"1147",1,-1,1,1,"Non-Native 1 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 2",22,"602",1,-1,1,-1,"Non-Native 2 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 2",22,"702",1,-1,1,1,"Non-Native 2 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 6",22,"561",1,-1,1,-1,"Non-Native 6 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 6",22,"360",1,-1,1,1,"Non-Native 6 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 9",22,"484",1,-1,1,-1,"Non-Native 9 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 9",22,"493",1,-1,1,1,"Non-Native 9 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 12",22,"575",1,-1,1,-1,"Non-Native 12 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 12",22,"646",1,-1,1,1,"Non-Native 12 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 16",22,"365",1,-1,1,-1,"Non-Native 16 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 16",22,"200",1,-1,1,1,"Non-Native 16 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 19",22,"634",1,-1,1,-1,"Non-Native 19 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 19",22,"626",1,-1,1,1,"Non-Native 19 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 23",22,"748",1,-1,1,-1,"Non-Native 23 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 23",22,"865",1,-1,1,1,"Non-Native 23 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 25",22,"657",1,-1,1,-1,"Non-Native 25 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 25",22,"626",1,-1,1,1,"Non-Native 25 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 27",22,"448",1,-1,1,-1,"Non-Native 27 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 27",22,"703",1,-1,1,1,"Non-Native 27 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 30",22,"594",1,-1,1,-1,"Non-Native 30 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 30",22,"905",1,-1,1,1,"Non-Native 30 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 32",22,"585",1,-1,1,-1,"Non-Native 32 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 32",22,"869",1,-1,1,1,"Non-Native 32 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 38",22,"620",1,-1,1,-1,"Non-Native 38 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 38",22,"682",1,-1,1,1,"Non-Native 38 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 39",22,"1607",1,-1,1,-1,"Non-Native 39 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 39",22,"732",1,-1,1,1,"Non-Native 39 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 47",22,"474",1,-1,1,-1,"Non-Native 47 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 47",22,"614",1,-1,1,1,"Non-Native 47 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 54",22,"463",1,-1,1,-1,"Non-Native 54 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 54",22,"930",1,-1,1,1,"Non-Native 54 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 57",22,"693",1,-1,1,-1,"Non-Native 57 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 57",22,"900",1,-1,1,1,"Non-Native 57 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 59",22,"854",1,-1,1,-1,"Non-Native 59 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 59",22,"616",1,-1,1,1,"Non-Native 59 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 60",22,"450",1,-1,1,-1,"Non-Native 60 22","Accessible Mismatch","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 60",22,"889",1,-1,1,1,"Non-Native 60 22","Accessible Mismatch","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 3",22,"3185",1,1,1,-1,"Non-Native 3 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 3",22,"819",1,1,1,1,"Non-Native 3 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 17",22,"465",1,1,1,-1,"Non-Native 17 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 17",22,"489",1,1,1,1,"Non-Native 17 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 29",22,"713",1,1,1,-1,"Non-Native 29 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 29",22,"836",1,1,1,1,"Non-Native 29 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 33",22,"806",1,1,1,-1,"Non-Native 33 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 33",22,"954",1,1,1,1,"Non-Native 33 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 35",22,"519",1,1,1,-1,"Non-Native 35 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 35",22,"768",1,1,1,1,"Non-Native 35 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 36",22,"591",1,1,1,-1,"Non-Native 36 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 36",22,"1403",1,1,1,1,"Non-Native 36 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 37",22,"662",1,1,1,-1,"Non-Native 37 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 37",22,"824",1,1,1,1,"Non-Native 37 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 49",22,"572",1,1,1,-1,"Non-Native 49 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 49",22,"2429",1,1,1,1,"Non-Native 49 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 52",22,"770",1,1,1,-1,"Non-Native 52 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 52",22,"838",1,1,1,1,"Non-Native 52 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 53",22,"446",1,1,1,-1,"Non-Native 53 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 53",22,"583",1,1,1,1,"Non-Native 53 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 55",22,"672",1,1,1,-1,"Non-Native 55 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 55",22,"850",1,1,1,1,"Non-Native 55 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 58",22,"501",1,1,1,-1,"Non-Native 58 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 58",22,"671",1,1,1,1,"Non-Native 58 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 62",22,"1155",1,1,1,-1,"Non-Native 62 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 62",22,"1263",1,1,1,1,"Non-Native 62 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 66",22,"540",1,1,1,-1,"Non-Native 66 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 66",22,"569",1,1,1,1,"Non-Native 66 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 69",22,"4352",1,1,1,-1,"Non-Native 69 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 69",22,"597",1,1,1,1,"Non-Native 69 22","Accessible Mismatch","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 3",23,"389",-1,-1,1,-1,"Non-Native 3 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 3",23,"409",-1,-1,1,1,"Non-Native 3 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 17",23,"403",-1,-1,1,-1,"Non-Native 17 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 17",23,"382",-1,-1,1,1,"Non-Native 17 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 29",23,"438",-1,-1,1,-1,"Non-Native 29 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 29",23,"514",-1,-1,1,1,"Non-Native 29 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 33",23,"292",-1,-1,1,-1,"Non-Native 33 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 33",23,"601",-1,-1,1,1,"Non-Native 33 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 35",23,"451",-1,-1,1,-1,"Non-Native 35 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 35",23,"489",-1,-1,1,1,"Non-Native 35 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 36",23,"1182",-1,-1,1,-1,"Non-Native 36 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 36",23,"805",-1,-1,1,1,"Non-Native 36 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 37",23,"936",-1,-1,1,-1,"Non-Native 37 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 37",23,"770",-1,-1,1,1,"Non-Native 37 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 49",23,"937",-1,-1,1,-1,"Non-Native 49 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 49",23,"833",-1,-1,1,1,"Non-Native 49 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 52",23,"581",-1,-1,1,-1,"Non-Native 52 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 52",23,"465",-1,-1,1,1,"Non-Native 52 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 53",23,"635",-1,-1,1,-1,"Non-Native 53 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 53",23,"630",-1,-1,1,1,"Non-Native 53 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 55",23,"738",-1,-1,1,-1,"Non-Native 55 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 55",23,"1072",-1,-1,1,1,"Non-Native 55 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 58",23,"440",-1,-1,1,-1,"Non-Native 58 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 58",23,"650",-1,-1,1,1,"Non-Native 58 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 62",23,"703",-1,-1,1,-1,"Non-Native 62 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 62",23,"664",-1,-1,1,1,"Non-Native 62 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 66",23,"420",-1,-1,1,-1,"Non-Native 66 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 66",23,"460",-1,-1,1,1,"Non-Native 66 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 69",23,"526",-1,-1,1,-1,"Non-Native 69 23","Accessible Match","Inaccessible Match","Non-Native","Critical Region"
"Non-Native 69",23,"448",-1,-1,1,1,"Non-Native 69 23","Accessible Match","Inaccessible Match","Non-Native","Spillover Region"
"Non-Native 4",23,"594",-1,1,1,-1,"Non-Native 4 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 4",23,"537",-1,1,1,1,"Non-Native 4 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 5",23,"326",-1,1,1,-1,"Non-Native 5 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 5",23,"313",-1,1,1,1,"Non-Native 5 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 7",23,"163",-1,1,1,-1,"Non-Native 7 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 7",23,"173",-1,1,1,1,"Non-Native 7 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 8",23,"296",-1,1,1,-1,"Non-Native 8 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 8",23,"424",-1,1,1,1,"Non-Native 8 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 11",23,"511",-1,1,1,-1,"Non-Native 11 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 11",23,"387",-1,1,1,1,"Non-Native 11 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 20",23,"432",-1,1,1,-1,"Non-Native 20 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 20",23,"697",-1,1,1,1,"Non-Native 20 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 28",23,"497",-1,1,1,-1,"Non-Native 28 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 28",23,"499",-1,1,1,1,"Non-Native 28 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 31",23,"890",-1,1,1,-1,"Non-Native 31 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 31",23,"603",-1,1,1,1,"Non-Native 31 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 34",23,"590",-1,1,1,-1,"Non-Native 34 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 34",23,"490",-1,1,1,1,"Non-Native 34 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 40",23,"449",-1,1,1,-1,"Non-Native 40 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 40",23,"466",-1,1,1,1,"Non-Native 40 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 41",23,"316",-1,1,1,-1,"Non-Native 41 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 41",23,"269",-1,1,1,1,"Non-Native 41 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 43",23,"885",-1,1,1,-1,"Non-Native 43 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 43",23,"1119",-1,1,1,1,"Non-Native 43 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 44",23,"566",-1,1,1,-1,"Non-Native 44 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 44",23,"1094",-1,1,1,1,"Non-Native 44 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 48",23,"762",-1,1,1,-1,"Non-Native 48 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 48",23,"661",-1,1,1,1,"Non-Native 48 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 50",23,"1114",-1,1,1,-1,"Non-Native 50 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
"Non-Native 50",23,"936",-1,1,1,1,"Non-Native 50 23","Accessible Match","Inaccessible Mismatch","Non-Native","Spillover Region"
"Non-Native 51",23,"694",-1,1,1,-1,"Non-Native 51 23","Accessible Match","Inaccessible Mismatch","Non-Native","Critical Region"
